"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y"
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-16,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,1655,10,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",757,0,0,0,0,0,0,0,0,0.841479,0.020943,0.853369,0.012857,0.264772,0.0253,0.294584,0.016568,0.270832,0.025482,0.332893,0.017128,0.00362898281074839,0.00262882956764387,0.00177581235633442,0.00252023667339752,0.843432708296391,0.853486443932241,0.279823066871107,0.306776379456994,0.266002300980268,0.325734837489484,7496981,744,0.27,0.27,0.41,7.84,2.71,30.77,14.32,9.72,7.83,3.38,3.51,0.81,5,9.72,6.36,8.22,28.81,33.43,64.19,58.94,39.3,10.16,64.48,32.15,71.24,17.47,1.08,0.54,0.27,2.42,1.03,2.36,14.9,21.24,60.47,0.87,2.33,11.81,23.62,61.37,17.74,40.73,23.25,9.01,2.15,10.35,32.8,46.24,1.76,11.73,25.51,29.62,33.14,0.549260643740186,0.439867253794145,0.681613643904641,8.46608592019962,2.24371716391556,30.1307343293988,15.4844272987759,9.75240282420143,8.83107312727773,3.00712574378238,2.716002239108,0.807693632965515,4.16430264973589,12.26669445852,7.36506930571435,7.68081234085455,35.2286884582979,35.1145802928557,67.0143795054744,64.2882056862332,40.932435232156,11.8801240490448,68.4597035687941,33.7357827905042,70.5971256260241,18.3981852436535,1.30665606622564,0.626202739438379,0.390320283150311,1.46313314033848,0.962730582509245,2.20794642329017,12.7009104237805,24.4944883470888,59.2473721932633,1.1558450950394,2.43883556522139,12.1021162830514,23.6065414789746,61.4606686668665,17.1866017576022,39.7126458311694,23.2017271907523,9.13075654584107,1.77829279328385,9.6204720787125,33.9698170156798,45.8273688925126,2.11494063854711,11.8787378275298,23.7526691072694,32.2119299400897,32.493937272482,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-17,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,1713,11,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",725,0.001959,0.00217,0.002759,0.001948,0.001959,0.00217,0.002759,0.001948,0.818642,0.018914,0.837241,0.01371,0.273922,0.021891,0.321379,0.017344,0.269874,0.021789,0.32,0.017324,0.00292381017478962,0.00266813929062745,0.00148779666320711,0.00225505781923325,0.839427618357528,0.849525302188168,0.272861896463108,0.309423845037736,0.262262011330045,0.325616597037667,7496981,689,0.44,0.44,0.88,11.99,1.9,28.53,16.25,9.64,8.77,3.07,2.92,0.44,4.1,11.97,10.88,8.6,44.64,39.78,66.21,64.5,43.03,10.87,68.25,35.58,71.12,15.97,1.74,0.87,0.44,2.18,1.59,3.66,15.29,23.73,55.73,2.05,2.53,15.01,22.59,57.82,16.84,38.46,25.25,9,2.32,9,34.54,44.7,3.07,12.64,24.64,29.6,33.12,0.522688781772732,0.438579421031597,0.739735693786119,10.3507224520273,2.19752551846059,29.8564383970978,15.9378300861715,9.74345598286082,9.0361158123463,3.04765568535482,2.73307729604227,0.724159241491134,4.15028342211313,12.1512685386807,10.1487295919656,7.95757110999383,38.4230105181664,36.938293240115,66.394733237132,63.1939280753096,41.409733224911,11.8262854595732,67.6305876670396,33.8975929114503,71.3216459089613,17.1013924429008,1.32149072597067,0.65550965042983,0.404982294872226,1.78232295070686,1.06307739854637,3.37494481752924,13.6214573568354,24.14770526496,57.6732854229043,1.24545900353753,2.44345659936542,13.5026238304491,23.0452550357939,59.5855162147784,17.4352225909348,38.4758974987269,23.1446290471856,9.34081271872371,1.84669439952719,9.67619236746033,34.809675328829,44.8110679991454,2.54284061336892,12.2111243856555,24.1594606258854,30.7251972509312,32.3426032423544,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-18,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,1713,12,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",801,0.038701,0.00937,0.008739,0.003289,0.016948,0.00627,0.007491,0.003047,0.816505,0.018803,0.833958,0.013148,0.291633,0.022079,0.303371,0.016243,0.255319,0.021181,0.268414,0.015657,0.0375699361642128,0.00844241326452965,0.0152474207993325,0.00406103170452268,0.835447434452395,0.846259954722229,0.279431614457102,0.304398890557425,0.255557376709729,0.274573347939025,7496981,772,0.78,0.91,0.91,8.88,1.69,24.71,15.99,8.44,9.62,2.61,1.95,0.65,2.73,10.94,9.09,9.18,31.34,35.56,67.76,60.91,38.47,8.39,64.23,34.11,70.08,18.01,1.81,0.65,0.13,2.2,0.71,2,13.41,24.11,59.77,1.27,2.12,10.76,21.95,63.88,16.97,40.41,26.17,6.09,1.94,8.42,31.09,49.09,2.08,10.01,21.17,34.48,34.33,0.574951835939366,0.526717302552313,0.770601839702423,9.63892726835084,2.1236476846052,28.1511366223753,16.191778753059,9.53964276858135,9.40719413705635,2.97279757842579,2.69501091193257,0.703140886809824,3.96227131950877,11.5123652037297,9.70365711770016,8.3897098744612,37.4628883182509,36.4473666389598,66.3552427204162,61.1331569598116,39.9065358989414,10.2788085618325,65.8317352636396,33.5121402835028,71.334008259453,16.8887653933957,1.35838455728221,0.648273130982472,0.350230948073896,2.00717865576862,1.01584371882755,2.53961335885974,13.7924876785574,24.048340063643,58.2178141217407,1.25123075983971,2.32828726855462,12.5685421657528,22.7274949253172,61.2052256850748,17.5548000231106,39.8610424358763,23.7908701517021,6.89466125295909,1.86393676620447,9.56592591180322,34.0752228348452,45.114419159776,2.22567122029848,11.90938768055,23.8411675580794,32.4118121003171,32.7079901154958,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-19,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,1777,12,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",879,0.001893,0.002097,0.003413,0.001967,0.001893,0.002097,0.003413,0.001967,0.827337,0.018236,0.848692,0.012087,0.261991,0.021216,0.311718,0.015623,0.282752,0.021728,0.308305,0.015576,0.00214235876933166,0.00421469832544146,0.00427001083852049,0.00382258176995943,0.833402843659,0.84648943074973,0.268761003982166,0.305922556674292,0.269407535349615,0.300534951270169,7496981,846,0.72,0.72,0.95,10.74,1.31,25.33,15.26,7.63,8.11,3.22,2.63,0.84,2.26,11.07,9.88,9.07,51.35,30.6,69.65,62.88,37.7,8.08,61.9,33.79,71.51,16.08,0.95,0.47,0.35,2.36,1.18,3.68,16.97,24.74,53.42,2.23,4.19,11.26,25.65,56.68,18.79,39.83,23.05,6.62,3.31,10.17,31.68,43.74,1.91,13.85,21.97,30.49,33.69,0.609311203396867,0.577751194707057,0.808608812918288,10.0355841646087,1.88721984168216,26.9855266708101,16.0232291962981,9.19434496680555,9.18277105310009,3.04690623329921,2.69625569783894,0.734801280490254,3.85330902975354,11.2085184706019,10.0148125403631,8.71872128507517,42.0029627151269,34.0052565003338,66.7745374048824,60.4725148960708,38.5701480009137,9.02384318117462,63.7993195103765,33.2025967392809,71.7914537167913,16.1760052331066,1.22855260762675,0.614899229932518,0.348836119493138,2.22164460978081,1.04596842675956,3.41228654647496,14.9496795406705,24.2059798388258,56.2634736581688,1.36689028644285,2.94451847087155,12.1244385332224,23.8547705364586,58.9886050198415,18.4274322608834,38.8011197644878,23.2498768762307,6.60184188954621,2.43101472790657,9.96621584082396,33.1519630204623,44.1640579988484,1.99986716217515,12.403333059012,23.5297108435904,32.207115958893,33.0122373473333,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-20,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,1885,12,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",821,0.004564,0.003289,0.003654,0.002106,0.005347,0.003559,0.004872,0.00243,0.852517,0.017304,0.850183,0.012456,0.279668,0.021903,0.316687,0.016235,0.318352,0.022733,0.361754,0.01677,4.9899029458458e-07,0.00419842768817941,0.00439241222240082,0.00428589915612626,0.835429262812006,0.846988462243867,0.272060843211607,0.310176184308044,0.306081260102924,0.361013062875887,7496981,793,0.63,0.51,1.01,10.98,2.27,26.8,16.29,8.22,9.47,2.9,3.03,0.51,4.67,12.5,10.04,9.29,50,35.15,66.27,58.75,38.03,8.1,64.38,35.6,72.76,15.38,1.26,0.5,0.25,2.4,1.12,2.24,13.87,26.19,56.58,1.11,3.2,11.28,25.49,58.91,18.03,39.97,23.08,8.95,4.16,14,31.15,41.11,2.65,16.18,25.1,29.71,29.01,0.618973755301641,0.571910013839534,0.858142815883819,10.917338759522,1.90616819843575,26.7018496242736,16.4498979574191,8.97652325852402,9.43295385478569,3.04308308353483,2.71907434784295,0.678026902701539,3.87934880917169,11.7252529142745,10.107730309939,9.03350344588879,45.5385977781963,34.0997032354944,66.3638591535138,58.7911056071492,37.8173434994384,8.07159368550798,63.0609117868871,33.9628150295457,72.5359589861581,15.4710593247059,1.18257944035519,0.59030104637073,0.328728902767035,2.38311619643898,1.06442771400388,2.68225606263342,14.9473950575679,24.8269756615358,56.0047835560012,1.34360886691645,3.12804786017016,11.769793797361,24.6095257976593,58.5320240129011,18.5891437295351,39.1012441884084,22.9154536788681,7.9242771780573,3.2629781397146,11.4114818406502,32.2949758828486,42.8668741656967,2.04679649766306,13.6587852452248,24.1405495033581,31.9058143122155,31.309284294406,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-21,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,1958,14,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",799,0.000914,0.001443,0.001252,0.001251,0.000914,0.001443,0.001252,0.001251,0.826123,0.018097,0.846058,0.012767,0.249988,0.020676,0.26408,0.015596,0.264851,0.02107,0.305382,0.016294,1.40033060925212e-10,0.00356053635321745,0.00418468381367641,0.00322251820172522,0.833394551564147,0.846688299726545,0.259812187576404,0.288039738574691,0.283935678265581,0.324276207189667,7496981,759,0.13,0.13,0.4,10.45,1.19,26.82,17.7,10.3,8.98,2.64,3.04,0.26,3.43,13.32,9.69,9,38.46,32.41,66.44,53.87,39,7.34,58.6,28.95,72.73,16.34,0.53,0.66,0.13,2.37,1.3,3.32,11.85,26.73,56.79,1.29,2.01,12.75,24.93,59.03,16.34,40.71,25.3,7.38,3.29,11.59,33.73,42.42,2.91,14.91,20.69,30.97,33.43,0.513760882325601,0.490847635894948,0.768318428528326,10.4749937187322,1.87069504174001,26.4959895199416,16.9865846244266,9.18613181239452,9.41870631450646,2.99389803935254,2.74148719768706,0.572615731288862,3.84978997996981,12.3207577965067,9.70919126293078,9.16502314513364,44.8584924178258,33.1111862162362,66.1324205442746,56.1772710325734,37.7553388061855,7.20106641848438,60.9093789197185,31.7894651142345,72.9908672039091,15.2736117774819,1.02226953553067,0.591440114833807,0.29149263900265,2.4876609539794,1.10702526110395,3.09359052982156,14.4663387058706,25.4854714545639,55.9637709322855,1.34426268102039,2.78253223843822,12.0656888474064,24.9784864523459,58.376335090564,17.8579980118728,39.9098204084208,23.4642756220822,7.3377911856828,3.38833866760797,11.8307929511099,32.8806340559272,42.0877558951619,2.27300505965952,14.3317885726305,23.2722924168767,31.8403938219199,31.6849042961514,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-22,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,2131,14,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",824,0.002015,0.002019,0.003641,0.002098,0.002015,0.002019,0.003641,0.002098,0.846929,0.016208,0.849515,0.012456,0.246379,0.019398,0.275485,0.015564,0.325092,0.021086,0.325243,0.01632,2.22044604925031e-16,0.00363219544409386,0.00407398721629643,0.00325323241869248,0.834600726772806,0.847054034166719,0.24956793573453,0.277380983087696,0.296313138282396,0.327497732382737,7496981,806,0.37,0.37,0.62,12.08,1.25,25.53,15.82,10.1,9.1,2.99,2.62,0.62,3.36,12.45,10.85,10.08,43.04,34.95,67.67,55.72,37.66,7.5,59.84,30.17,73.08,14.52,1.24,0.87,0.12,1.86,1.38,2.07,14.88,26.58,55.1,1.37,3.15,13.7,21.51,60.27,16.75,44.04,20.35,7.2,2.23,13.15,35.36,38.96,3.12,13.69,23.65,31.4,31.26,0.475666257198173,0.470281882395359,0.737945523216179,11.3948311537705,1.77820398380054,25.9218080267576,16.9846942227278,9.31438796675592,9.42347162364194,3.01522703639232,2.74046938047947,0.568513275155165,3.81861058822628,12.4185585451845,10.3518102562074,9.58864563345869,45.5152441329239,33.4638403657793,66.4733144202834,54.8068495334364,37.3124499286083,6.56601920214806,59.6443620210035,30.1853032758191,73.3726593544153,14.6623764406298,1.00326681952822,0.624763189853488,0.259570858257223,2.40298636138452,1.15824810869286,2.41937874774647,14.8012134527915,26.0616238441767,55.3725974322782,1.35394762374565,2.93691636793075,12.7268504693693,24.0601839450123,58.9896199985095,17.4460102399121,42.492928245499,22.3180622419666,7.32663024280414,3.05348437433961,12.6283355238593,33.8939182642655,40.7884832073599,2.68631836521516,14.307282553592,23.5120643876934,31.84369426859,30.8653024548076,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-23,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,2249,15,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",820,0.000818,0.001277,0.00122,0.001219,0.000818,0.001277,0.00122,0.001219,0.860386,0.015485,0.860976,0.012082,0.271083,0.019861,0.292683,0.015889,0.302455,0.020522,0.341463,0.01656,2.22044604925031e-16,0.00313067229547231,0.00389728365202365,0.00259813305278851,0.837754424567491,0.849474209658446,0.257855412114746,0.280533932333474,0.300570885507389,0.337529259147228,7496981,790,0.25,0.25,0.25,9.76,1.77,29.75,15.86,10.77,9,2.66,2.54,0.38,4.18,13.32,8.99,8.98,50,33.73,63.88,54.83,34.93,4.27,58.47,31.6,74.56,13.8,0.76,0.25,0.25,2.41,0.83,2.64,15.81,26.07,54.65,1.38,2.77,13.83,23.65,58.37,17.97,42.53,22.28,7.09,1.65,13.42,38.1,37.85,2.66,14.46,24.76,30.74,30.04,0.418146275508739,0.4309150391023,0.6147220251691,10.7240576920345,1.77031852983569,26.8620330025602,16.5980808447484,9.5279617451962,9.36973496352943,2.98229617781784,2.73527478218211,0.513358372373777,3.82367915296605,12.7429271941737,9.19045490522722,9.57657158407936,47.8966182174153,33.3280728875832,65.4446704343768,53.6291650059989,36.0154166937158,5.52235608604137,58.3628620025319,30.7416384668043,74.1525769274564,14.0332255632301,0.917131694752836,0.565512946811658,0.250727178496105,2.50801502903213,1.1230199983572,2.45501671436428,15.2768872594168,26.2652876576784,54.7997336497026,1.36390889138446,2.91503668073416,13.3338319388206,24.005608476668,58.5946030549256,17.625476996797,43.1144503154447,22.0728966268141,7.33254321611994,2.51209416844338,13.3086864828903,35.5844994844766,39.5070182452513,2.82754956624795,14.553662193205,24.0547727353135,31.4913134972293,30.4184730093485,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-24,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,2372,16,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",861,0.001339,0.001597,0.002323,0.001641,0.002018,0.00196,0.003484,0.002008,0.891632,0.013574,0.889663,0.010678,0.298554,0.019984,0.333333,0.016065,0.301513,0.02004,0.320557,0.015905,2.22044604925031e-16,0.00294179222384669,0.00381019291757116,0.00270980013118873,0.848064079449324,0.85762190574263,0.280763270437242,0.305722771522882,0.308793127268288,0.324164023522653,7496981,842,0.36,0.24,0.36,10.04,2.03,29.61,16.33,10.02,9.44,2.99,3.58,0.48,4.66,14,10.51,10.87,37.5,39.58,69.79,53.47,41.53,6.94,63.35,35.67,76.25,15.2,0.59,0.71,0,2.49,1.27,3.18,16.65,24.14,54.76,1.52,4.8,12.39,22.76,58.53,21.97,40.38,22.92,7.36,2.73,13.78,36.1,40.5,3.35,14.29,20.79,32.53,32.4,0.39404097515403,0.39250566640033,0.538033057050949,10.4816048603793,1.8383123337055,27.6738913678664,16.5815952269733,9.60206846753798,9.4583412025274,3.0040197599092,2.78462307232615,0.488642012604859,3.84900613666481,13.2339628940516,9.8084946498078,10.0995150677372,46.1734685838132,35.9257923195146,66.6262092483618,52.4981432988542,37.8351237412434,5.1665571101957,58.7889957981064,33.4556861784968,75.3342794401851,14.0409831552017,0.822964323454774,0.576980469546614,0.210645147906371,2.60791327331158,1.15398665048252,2.92489123075875,15.8576243164283,25.639498074998,54.4791139203451,1.38875426655744,3.70078247855914,13.1505141872379,23.6152977527048,58.4633149829093,19.4713255230675,41.8150547469401,22.0888589418372,7.13100580474694,2.58390939028764,13.9202027659052,36.0970917444489,38.9707964260381,3.24903684551734,14.6586735790759,23.2161915894171,31.9224098979022,30.2971933153336,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-25,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,2505,18,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",891,0.015688,0.00555,0.008979,0.00316,0.015688,0.00555,0.008979,0.00316,0.842409,0.016274,0.86532,0.011437,0.244156,0.019188,0.282828,0.015088,0.318643,0.020812,0.34119,0.015883,0.0156855010130688,0.00445348448991378,0.0145930144076621,0.00596280652440765,0.846797810156468,0.859973680266498,0.264210426291472,0.296144960953883,0.316197918047952,0.339524293720922,7496981,861,1.17,1.17,1.41,12.15,3.16,29.07,17.37,9.93,11.77,3.74,3.86,1.05,5.37,14.15,8.45,10.67,51.72,31.59,64.88,57.75,35.99,6.01,59.51,30.74,76.19,13.47,0.93,0.58,0.46,2.79,2.11,3.11,15.4,27.7,51.68,2.23,3.72,13.4,26.92,53.72,20.09,44.02,21.95,6.04,4.07,13.24,36.12,39.02,3.28,16.46,21.36,31.78,30.4,0.548271196684917,0.52603428071706,0.720240101406764,11.1854813830528,1.9041030240911,28.3962778724405,16.9717485747867,9.65587741207604,10.2659604672994,3.13114011405742,2.8474047398746,0.595665383300741,3.93706108029382,13.8997450083119,8.68012648084525,10.4564771706131,48.575979977118,34.3048365062633,65.9458213924444,53.4515466109445,36.9874190199347,4.85935613977229,58.3331326909858,31.7334684452281,76.1258643365434,13.5861815326165,0.789380785044481,0.570266563132157,0.234341614838169,2.76622158620694,1.31065678099753,3.11973363416184,16.0555155594244,26.4464641372018,53.1197313503504,1.49730451833316,3.83494082683984,13.3615148173742,24.7060493299879,56.112542049167,20.035881346931,43.5455680812918,21.8673270554854,6.41736674462848,3.09747573547109,14.2060506188559,36.4511351061872,38.285109956068,3.39706161126336,15.3985571796477,22.7057056602516,31.9681483163278,29.9729129746931,7500700
"Hong Kong","HKG",NA,NA,"NAT_TOTAL",2020-07-26,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,2633,18,66.67,66.67,75,75,66.11,66.11,60.9,60.9,100,100,"HKG","Hong Kong",906,0,0,0,0,0,0,0,0,0.836915,0.016425,0.852097,0.011794,0.240949,0.019013,0.267108,0.014699,0.321862,0.02077,0.335541,0.015687,0.000235772342875748,0.00343531678535133,0.0043473326600573,0.00333857165342856,0.844854092591448,0.858966609568679,0.251304603735691,0.283040893904143,0.315996714994838,0.338487914958476,7496981,869,0.23,0.23,0.23,9.13,2.09,25.78,14.2,8.67,8.68,3.48,2.43,0.23,4.05,11.11,10.34,10.49,47.67,28.45,69.01,56.88,35.8,4.64,58.55,29.74,75.83,12.66,0.69,0.58,0.46,1.61,0.9,1.79,17.9,25.7,53.71,1.4,1.91,14.27,24.97,57.45,16.34,43.84,22.55,6.44,2.88,12.89,33.95,40.16,2.67,11.78,27.14,31.37,29.71,0.482111556274734,0.476249491751372,0.629388240196878,10.4848489135963,1.91283719377237,27.4612069139178,16.0654312503776,9.51692093172437,9.93208767328804,3.21027081267491,2.83265523587527,0.508902515849775,3.93787907611424,13.0400641346523,9.60272376488794,10.6735787605153,49.3103198874751,31.9283724516652,66.8193734401614,54.6225710288398,36.3700571213554,4.4570265446186,57.8589324196896,30.8106514583486,76.4715829164553,13.0204234580037,0.732250439694641,0.564692329450208,0.263031146974614,2.48686919074805,1.2633318739848,2.3153450981067,16.7596643076622,26.3176075873024,52.9448910966404,1.4977294764198,3.23742513990258,13.9973871913728,24.9183223510464,56.3300649276412,18.7554945875357,44.2754545219129,21.8714978487752,6.16280433123809,3.03394041639794,14.253093511773,35.9443872203632,37.9907909458713,3.04539350708911,14.821408472902,24.0153327740449,31.9542218442151,29.6137072844,7500700
