"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-10-26,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5535,106,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,24,1,33.8571428571429,1.28571428571429,16,1,3.28571428571428,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-10-26",5535,24,33.857,106,1,1.286,3955.009,17.149,24.192,75.742,0.715,0.919,0.85,NA,NA,NA,NA,NA,NA,NA,NA,85,32319,23.093,0.061,106,0.076,0.319,3.1,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/10/26","TT",1394969,214,9,3261,71,5511,105,5329,5388,0.00395062542608474,0.000153408426997302,0.00382015657695619,0.00386245142365171,"2020/10/26","TT",1394969,24,1,5535,106,8444.81317127721,8277.67158981808,8615.32965206032,0,944.840939541282,1227.81859320298,0.00605376404155018,0.00593394662520678,0.00617600079432612,0,0.000677320384568605,0.000880176257108922,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-10-26",-23,2,-18,-36,-26,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-10-27,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5568,106,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,33,0,33.5714285714286,1.14285714285714,9,-1,-0.285714285714285,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-10-27",5568,33,33.571,106,0,1.143,3978.589,23.58,23.988,75.742,0,0.817,0.87,NA,NA,NA,NA,NA,NA,NA,NA,211,32530,23.244,0.151,113,0.081,0.297,3.4,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/10/27","TT",1394969,33,0,5568,106,8429.16415971371,8262.30694659999,8599.39105271805,0,742.95200395967,1227.81859320298,0.00604254586282111,0.00592293229928406,0.00616457502117829,0,0.0005325939171119,0.000880176257108922,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-10-27",-21,3,-19,-36,-26,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-10-28,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5594,107,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,26,1,28.8571428571429,0.857142857142857,-7,1,-4.71428571428571,-0.285714285714286,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-10-28",5594,26,28.857,107,1,0.857,3997.168,18.578,20.62,76.456,0.715,0.612,0.88,NA,NA,NA,NA,NA,NA,NA,NA,162,32692,23.36,0.116,121,0.086,0.238,4.2,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/10/28","TT",1394969,26,1,5594,107,8484.96225455213,8318.41399670102,8654.84508101263,0,595.033849901662,1227.81859320298,0.00608254538599219,0.0059631533006834,0.00620432789618453,0,0.000426557041698892,0.000880176257108922,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-10-28",-22,1,-22,-37,-26,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-10-29,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5636,107,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,42,0,27.1428571428571,0.571428571428571,16,-1,-1.71428571428572,-0.285714285714286,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-10-29",5636,42,27.143,107,0,0.571,4027.178,30.011,19.395,76.456,0,0.408,0.89,NA,NA,NA,NA,NA,NA,NA,NA,169,32861,23.481,0.121,132,0.094,0.206,4.9,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/10/29","TT",1394969,42,0,5636,107,8487.45946100336,8320.83926126018,8657.41613800452,0,595.033849901662,1227.81859320298,0.00608433553792476,0.00596489188022112,0.00620617098874923,0,0.000426557041698892,0.000880176257108922,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-10-29",-21,4,-21,-36,-28,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-10-30,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5668,107,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,32,0,25.8571428571429,0.428571428571429,-10,0,-1.28571428571428,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-10-30",5668,32,25.857,107,0,0.429,4050.044,22.865,18.476,76.456,0,0.306,0.88,NA,NA,NA,NA,NA,NA,NA,NA,153,33014,23.59,0.109,144,0.103,0.18,5.6,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/10/30","TT",1394969,32,0,5668,107,8476.1026875621,8309.68347449164,8645.85480188734,0,595.033849901662,1227.81859320298,0.00607619430077808,0.00595689472274412,0.00619788310843276,0,0.000426557041698892,0.000880176257108922,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-10-30",-19,9,-23,-35,-23,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-10-31,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5692,108,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,24,1,27,0.428571428571429,-8,1,1.14285714285714,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-10-31",5692,24,27,108,1,0.429,4067.193,17.149,19.293,77.171,0.715,0.306,0.88,NA,NA,NA,NA,NA,NA,NA,NA,69,33083,23.639,0.049,129,0.092,0.209,4.8,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/10/31","TT",1394969,24,1,5692,108,8532.44272653234,8366.31441472091,8701.86981658914,53.9147773865152,648.948627288177,1281.73337058949,0.00611658232299953,0.00599749128096819,0.00623803813316937,3.86494448167057e-05,0.000465206486515598,0.000918825701925628,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-10-31",-16,14,-21,-36,-5,4
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-01,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5704,109,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,12,1,27.5714285714286,0.571428571428571,-12,0,0.571428571428573,0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-01",5704,12,27.571,109,1,0.571,4075.768,8.575,19.701,77.885,0.715,0.408,0.87,NA,NA,NA,NA,NA,NA,NA,NA,35,33118,23.664,0.025,126,0.09,0.219,4.6,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/01","TT",1394969,12,1,5704,109,8571.15933587957,8405.65559275022,8739.92177652366,60.3108716932256,676.09222498557,1059.06658862102,0.00614433678159126,0.00602569346899481,0.00626531612998114,4.32345605481022e-05,0.000484664695047395,0.000759204389933413,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-01",-20,12,-25,-53,-6,3
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-02,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5704,109,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,0,0,24.1428571428571,0.428571428571429,-12,-1,-3.42857142857143,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-02",5704,0,24.143,109,0,0.429,4075.768,0,17.251,77.885,0,0.306,0.88,NA,NA,NA,NA,NA,NA,NA,NA,70,33188,23.714,0.05,124,0.089,0.195,5.1,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/11/02","TT",1394969,157,2,2626,54,5668,107,5389,5542,0.00406317273000332,0.000112547303918582,0.00386316828546011,0.00397284814214509,"2020/11/02","TT",1394969,0,0,5704,109,8514.72864807175,8350.29394795156,8682.40141032149,0,391.91518419858,857.177653039411,0.00610388377668016,0.00598600682018852,0.0062240819762457,0,0.000280949027683469,0.000614477922476708,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-02",-25,1,-27,-37,-29,11
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-03,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5754,110,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,50,1,26.5714285714286,0.571428571428571,50,1,2.42857142857143,0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-03",5754,50,26.571,110,1,0.571,4111.495,35.727,18.986,78.6,0.715,0.408,0.92,NA,NA,NA,NA,NA,NA,NA,NA,195,33383,23.854,0.139,122,0.087,0.218,4.6,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/03","TT",1394969,50,1,5754,110,8613.87630928592,8448.88793236755,8782.08654980766,0,219.070126891556,709.259498981402,0.00617495894839665,0.00605668508215419,0.00629554244560822,0,0.000157043007329594,0.0005084410470637,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-03",-15,12,-20,-31,-26,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-04,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5764,110,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,10,0,24.2857142857143,0.428571428571429,-40,-1,-2.28571428571429,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-04",5764,10,24.286,110,0,0.429,4118.64,7.145,17.353,78.6,0,0.306,0.92,NA,NA,NA,NA,NA,NA,NA,NA,169,33552,23.974,0.121,123,0.088,0.197,5.1,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/04","TT",1394969,10,0,5764,110,8577.34272151963,8413.03560355382,8744.85876790157,0,147.058104461017,709.259498981402,0.00614876941460321,0.00603098391688548,0.00626885527054836,0,0.000105420338703596,0.0005084410470637,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-04",-19,8,-18,-34,-26,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-05,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5774,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,10,1,19.7142857142857,0.571428571428571,0,1,-4.57142857142857,0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-05",5774,10,19.714,111,1,0.571,4125.786,7.145,14.087,79.315,0.715,0.408,0.94,NA,NA,NA,NA,NA,NA,NA,NA,200,33752,24.117,0.143,127,0.091,0.155,6.4,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/05","TT",1394969,10,1,5774,111,8620.03544405264,8456.25003183139,8786.99314436323,41.3457794116403,155.571428491381,750.605278393043,0.00617937419688368,0.00606196269008945,0.00629905979585441,2.96392101986784e-05,0.000111523215563486,0.000538080257262378,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-05",-23,2,-18,-33,-27,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-06,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5798,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,24,0,18.5714285714286,0.571428571428571,14,-1,-1.14285714285714,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-06",5798,24,18.571,111,0,0.571,4142.935,17.149,13.27,79.315,0,0.408,0.97,NA,NA,NA,NA,NA,NA,NA,NA,109,33861,24.195,0.078,121,0.086,0.153,6.5,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/06","TT",1394969,24,0,5798,111,8607.64366302846,8444.07669306348,8774.37902601449,0,155.571428491381,750.605278393043,0.00617049100232941,0.00605323608844604,0.00629001721616358,0,0.000111523215563486,0.000538080257262378,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-06",-22,4,-16,-33,-23,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-07,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5838,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,40,0,20.8571428571429,0.428571428571429,16,0,2.28571428571428,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-07",5838,40,20.857,111,0,0.429,4171.517,28.582,14.903,79.315,0,0.306,1,NA,NA,NA,NA,NA,NA,NA,NA,64,33925,24.241,0.046,120,0.086,0.174,5.8,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/07","TT",1394969,40,0,5838,111,8620.85742311348,8457.02307003781,8787.86567024447,3.49085555951206,159.062284050893,720.928859956723,0.0061799634422797,0.00606251685165606,0.00629968527633551,2.50246102925015e-06,0.000114025676592737,0.000516806366275324,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-07",-20,6,-18,-34,-6,5
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-08,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5849,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,11,0,20.7142857142857,0.285714285714286,-29,0,-0.142857142857142,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-08",5849,11,20.714,111,0,0.286,4179.377,7.86,14.801,79.315,0,0.204,1.01,NA,NA,NA,NA,NA,NA,NA,NA,87,34012,24.303,0.062,128,0.091,0.162,6.2,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/08","TT",1394969,11,0,5849,111,8592.26647476593,8428.95996468402,8758.73695956677,0,159.062284050893,436.751819169733,0.00615946768334345,0.00604239948320286,0.00627880401612277,0,0.000114025676592737,0.000313090698911397,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-08",-18,7,-17,-48,-5,3
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-09,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5849,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,0,0,20.7142857142857,0.285714285714286,-11,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-09",5849,0,20.714,111,0,0.286,4179.377,0,14.801,79.315,0,0.204,1.04,NA,NA,NA,NA,NA,NA,NA,NA,66,34078,24.35,0.047,127,0.091,0.163,6.1,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/11/09","TT",1394969,181,4,1948,46,5849,111,5297,5716,0.00419292471732347,0.000129751987320148,0.00379721699908743,0.00409758209680645,"2020/11/09","TT",1394969,0,0,5849,111,8548.29576764249,8385.80915704409,8713.93078027691,0,159.062284050893,263.906761862709,0.00612794676271837,0.00601146631720425,0.00624668417740961,0,0.000114025676592737,0.000189184678557523,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-09",-19,4,-20,-35,-26,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-10,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5880,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,31,0,18,0.142857142857143,31,0,-2.71428571428572,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-10",5880,31,18,111,0,0.143,4201.528,22.151,12.862,79.315,0,0.102,1.1,NA,NA,NA,NA,NA,NA,NA,NA,170,34248,24.472,0.121,124,0.089,0.145,6.9,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/10","TT",1394969,31,0,5880,111,8551.18897977171,8388.63279238224,8716.89520539896,0,159.062284050893,191.894739432169,0.00613002079599741,0.00601349047353901,0.00624880926056347,0,0.000114025676592737,0.000137562009931525,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-10",-19,4,-18,-32,-26,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-11,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5904,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,24,0,20,0.142857142857143,-7,0,2,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-11",5904,24,20,111,0,0.143,4218.677,17.149,14.291,79.315,0,0.102,1.14,NA,NA,NA,NA,NA,NA,NA,NA,90,34338,24.536,0.064,112,0.08,0.179,5.6,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/11","TT",1394969,24,0,5904,111,8545.57357023995,8383.11023129295,8711.1854227784,0,159.062284050893,159.062284050893,0.00612599532336557,0.00600953156040955,0.00624471613546853,0,0.000114025676592737,0.000114025676592737,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-11",-19,7,-20,-34,-25,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-12,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5930,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,26,0,22.2857142857143,0,2,0,2.28571428571428,-0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-12",5930,26,22.286,111,0,0,4237.255,18.578,15.924,79.315,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,56,34394,24.576,0.04,92,0.066,0.242,4.1,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/12","TT",1394969,26,0,5930,111,8543.73599617854,8381.29382529757,8709.32654240948,0,105.147506664378,159.062284050893,0.00612467803670084,0.00600822944832292,0.00624338357512567,0,7.53762317760308e-05,0.000114025676592737,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-12",-21,5,-23,-35,-27,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-13,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,5980,111,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,50,0,26,0,24,0,3.71428571428572,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-13",5980,50,26,111,0,0,4272.982,35.727,18.578,79.315,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,12,34406,24.585,0.009,78,0.056,0.333,3,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/13","TT",1394969,50,0,5980,111,8576.71170882628,8413.62940273839,8742.95505722847,0,44.8366349711523,159.062284050893,0.00614831706570273,0.00603140958884275,0.00626749057307257,0,3.21416712279286e-05,0.000114025676592737,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-13",-16,21,-17,-33,-25,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-11-14,3,1,2,1,2,1,3,1,1,1,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,4,1,0,NA,NA,6077,112,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0,97,1,34.1428571428571,0.142857142857143,47,1,8.14285714285715,0.142857142857143,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-11-14",6077,97,34.143,112,1,0.143,4342.293,69.311,24.397,80.029,0.715,0.102,1.25,NA,NA,NA,NA,NA,NA,NA,NA,295,34701,24.795,0.211,111,0.079,0.308,3.3,"people tested",NA,NA,65.74,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/14","TT",1394969,97,1,6077,112,8754.15778716233,8589.04159434115,8922.44818246375,0,44.8366349711523,159.062284050893,0.00627552138231196,0.00615715588973027,0.00639616233942385,0,3.21416712279286e-05,0.000114025676592737,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-11-14",-50,-21,-29,-51,-33,9
