"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick"
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/23","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/24","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/25","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/26","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/27","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/28","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/02/29","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,11.11,11.11,16.67,16.67,12.22,12.22,14.1,14.1,0,0,0,0,0,0,"2020/03/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0,0,"2020/03/02","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0,0,"2020/03/03","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0,0,"2020/03/04","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0,0,"2020/03/05","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0,0,"2020/03/06","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0,0,"2020/03/07","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,1,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,1,0,0.142857142857143,0,"2020/03/08","US",329064917,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,1,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0.142857142857143,0,"2020/03/09","US",329064917,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,1,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0.142857142857143,0,"2020/03/10","US",329064917,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,1,0,13.89,13.89,20.24,20.24,13.89,13.89,16.03,16.03,0,0,0,0,0.142857142857143,0,"2020/03/11","US",329064917,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-12,0,NA,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,2,0,17.59,17.59,27.38,27.38,16.11,16.11,18.59,18.59,0,0,1,0,0.285714285714286,0,"2020/03/12","US",329064917,1,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-13,1,1,1,1,2,1,2,1,0,NA,0,NA,2,1,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,2,0,49.07,49.07,63.1,63.1,35,35,40.38,40.38,0,0,0,0,0.285714285714286,0,"2020/03/13","US",329064917,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-14,1,1,1,1,2,1,2,1,0,NA,0,NA,2,1,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,5,0,49.07,49.07,63.1,63.1,35,35,40.38,40.38,0,0,3,0,0.714285714285714,0,"2020/03/14","US",329064917,3,0,5,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-15,1,1,1,1,2,1,2,1,0,NA,0,NA,2,1,3,0,NA,0,NA,NA,1,1,1,1,NA,NA,0,NA,NA,NA,NA,5,0,49.07,49.07,63.1,63.1,35,35,40.38,40.38,0,0,0,0,0.571428571428571,0,"2020/03/15","US",329064917,0,0,5,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-16,2,0,1,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,12,0,59.26,59.26,67.86,67.86,41.11,41.11,47.44,47.44,0,0,7,0,1.57142857142857,0,"2020/03/16","US",329064917,7,0,12,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-17,2,0,2,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,0,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,12,0,62.96,62.96,71.43,71.43,43.33,43.33,50,50,0,0,0,0,1.57142857142857,0,"2020/03/17","US",329064917,0,0,12,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-18,3,1,2,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,13,0,68.52,68.52,78.57,78.57,50,50,53.85,53.85,25,25,1,0,1.71428571428571,0,"2020/03/18","US",329064917,1,0,13,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-19,3,1,2,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,22,2,68.52,68.52,78.57,78.57,50,50,53.85,53.85,25,25,9,2,2.85714285714286,0.285714285714286,"2020/03/19","US",329064917,9,2,22,2,1151.83600217554,829.278720670771,1599.85556464609,1151.83600217554,1151.83600217554,1151.83600217554,3.50033061159035e-06,2.52010675653634e-06,4.86182355515612e-06,3.50033061159035e-06,3.50033061159035e-06,3.50033061159035e-06,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-20,3,1,2,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,29,2,68.52,68.52,78.57,78.57,50,50,53.85,53.85,25,25,7,0,3.85714285714286,0.285714285714286,"2020/03/20","US",329064917,7,0,29,2,1113.5619261812,680.909636957588,1821.12294515466,0,1151.83600217554,1151.83600217554,3.38401898425776e-06,2.06922586328942e-06,5.53423610683683e-06,0,3.50033061159035e-06,3.50033061159035e-06,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-21,3,1,2,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,49,2,68.52,68.52,78.57,78.57,50,50,53.85,53.85,25,25,20,0,6.28571428571429,0.285714285714286,"2020/03/21","US",329064917,20,0,49,2,1374.30983839052,761.901631536509,2478.96507071133,184.199760220651,1336.03576239619,1336.03576239619,4.17640947846933e-06,2.31535357364307e-06,7.53336178560577e-06,5.59767239546387e-07,4.06009785113674e-06,4.06009785113674e-06,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-22,3,1,2,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,52,2,68.52,68.52,78.57,78.57,50,50,53.85,53.85,25,25,3,0,6.71428571428571,0.285714285714286,"2020/03/22","US",329064917,3,0,52,2,1043.99374018444,517.453299699882,2106.32134373564,0,1336.03576239619,1336.03576239619,3.17260724632167e-06,1.57249610325334e-06,6.4009295276398e-06,0,4.06009785113674e-06,4.06009785113674e-06,"2020-03-22","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-23,3,1,3,1,2,1,3,1,0,NA,0,NA,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,75,5,72.22,72.22,82.14,82.14,52.22,52.22,56.41,56.41,25,25,23,3,9,0.714285714285714,"2020/03/23","US",329064917,23,3,75,5,2694.14210400196,2210.43721639645,3283.69501866652,1066.06431939403,2402.10008179021,2402.10008179021,8.18726629554971e-06,6.71732871601275e-06,9.97886693179912e-06,3.23967783959791e-06,7.29977569073465e-06,7.29977569073465e-06,"2020-03-23","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-24,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,95,7,82.41,82.41,82.14,82.14,58.33,58.33,63.46,63.46,25,25,20,2,11.8571428571429,1,"2020/03/24","US",329064917,20,2,95,7,3499.87824909949,3036.90434318618,4033.43219749507,1097.77816730928,3499.87824909949,3499.87824909949,1.06358291883771e-05,9.22889128039795e-06,1.22572537791839e-05,3.33605349764247e-06,1.06358291883771e-05,1.06358291883771e-05,"2020-03-24","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-25,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,125,8,82.41,82.41,82.14,82.14,58.33,58.33,63.46,63.46,25,25,30,1,16,1.14285714285714,"2020/03/25","US",329064917,30,1,125,8,3898.31605586211,3376.41022193719,4500.8950549478,398.437806762611,3898.31605586211,3898.31605586211,1.18466474378431e-05,1.02606204657702e-05,1.36778332250709e-05,1.21081824946599e-06,1.18466474378431e-05,1.18466474378431e-05,"2020-03-25","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-26,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,158,9,82.41,82.41,82.14,82.14,58.33,58.33,63.46,63.46,25,25,33,1,19.4285714285714,1,"2020/03/26","US",329064917,33,1,158,9,4149.9774839359,3603.2479152335,4779.6636596566,251.661428073798,4149.9774839359,4149.9774839359,1.261142488774e-05,1.09499607192507e-05,1.45249870549299e-05,7.64777449896909e-07,1.261142488774e-05,1.261142488774e-05,"2020-03-26","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-27,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,184,10,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,26,1,22.1428571428571,1.14285714285714,"2020/03/27","US",329064917,26,1,184,10,4057.99410542442,3533.16204952013,4660.78711614598,0,4149.9774839359,4149.9774839359,1.23318953063125e-05,1.07369757971499e-05,1.41637314565077e-05,0,1.261142488774e-05,1.261142488774e-05,"2020-03-27","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-28,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,211,12,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,27,2,23.1428571428571,1.42857142857143,"2020/03/28","US",329064917,27,2,211,12,4288.47810737256,3804.90294970756,4833.51210806238,46.5172449251786,4196.49472886108,4196.49472886108,1.30323163783897e-05,1.15627730369918e-05,1.4688627861421e-05,1.41361909222242e-07,1.27527867969623e-05,1.27527867969623e-05,"2020-03-28","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,235,12,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,24,0,26.1428571428571,1.42857142857143,"2020/03/29","US",329064917,24,0,235,12,3753.6216522673,3299.57811820803,4270.14454684948,0,4196.49472886108,4196.49472886108,1.14069335816413e-05,1.0027134306171e-05,1.29766022637092e-05,0,1.27527867969623e-05,1.27527867969623e-05,"2020-03-29","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,256,12,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,21,0,25.8571428571429,1,"2020/03/30","US",329064917,21,0,256,12,3293.24006479513,2873.33278413645,3774.51236565741,0,4196.49472886108,4196.49472886108,1.00078735065979e-05,8.73181137123909e-06,1.14704186641003e-05,0,1.27527867969623e-05,1.27527867969623e-05,"2020-03-30","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,293,13,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,37,1,28.2857142857143,0.857142857142857,"2020/03/31","US",329064917,37,1,293,13,3368.5157974258,2961.55937626448,3831.39327492378,0,3044.65872668554,4196.49472886108,1.02366299881971e-05,8.99992440173887e-06,1.164327485851e-05,0,9.25245618537191e-06,1.27527867969623e-05,"2020-03-31","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-01,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,321,16,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,28,3,28,1.14285714285714,"2020/04/01","US",329064917,28,3,321,16,3820.5367032625,3442.53322524619,4240.04642683792,0,3044.65872668554,4196.49472886108,1.16102826703416e-05,1.04615625896278e-05,1.2885136663894e-05,0,9.25245618537191e-06,1.27527867969623e-05,"2020-04-01","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,338,17,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,17,1,25.7142857142857,1.14285714285714,"2020/04/02","US",329064917,17,1,338,17,3646.88586600435,3299.86971485082,4030.39443036422,0,2860.45896646489,4196.49472886108,1.10825727010101e-05,1.00280204433061e-05,1.22480222659659e-05,0,8.69268894582552e-06,1.27527867969623e-05,"2020-04-02","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,0,NA,NA,NA,NA,389,17,82.41,82.41,82.14,82.14,63.33,63.33,63.46,63.46,62.5,62.5,51,0,29.2857142857143,1,"2020/04/03","US",329064917,51,0,389,17,3632.37046034011,3279.03879203785,4023.77525791683,0,2860.45896646489,4196.49472886108,1.10384616307794e-05,9.96471705927209e-06,1.22279071698088e-05,0,8.69268894582552e-06,1.27527867969623e-05,"2020-04-03","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,461,20,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,72,3,35.7142857142857,1.14285714285714,"2020/04/04","US",329064917,72,3,461,20,4433.58151621086,4064.53101569875,4836.14099264225,0,1794.39464707087,4196.49472886108,1.3473273166373e-05,1.23517604147961e-05,1.46966168157095e-05,0,5.45301110622761e-06,1.27527867969623e-05,"2020-04-04","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,512,22,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,51,2,39.5714285714286,1.42857142857143,"2020/04/05","US",329064917,51,2,512,22,4758.19649651253,4394.19194049629,5152.35433636224,0,696.616479761588,4196.49472886108,1.44597501912139e-05,1.33535716312666e-05,1.565756198909e-05,0,2.11695760858514e-06,1.27527867969623e-05,"2020-04-05","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,543,23,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,31,1,41,1.57142857142857,"2020/04/06","US",329064917,31,1,543,23,4634.45699884565,4290.75812764758,5005.68688217458,0,298.178672998977,3044.65872668554,1.40837164930762e-05,1.30392451640403e-05,1.52118522017179e-05,0,9.06139359119151e-07,9.25245618537191e-06,"2020-04-06","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,575,23,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,32,0,40.2857142857143,1.42857142857143,"2020/04/07","US",329064917,32,0,575,23,4327.04952251075,4001.41400403308,4679.18529584515,0,46.5172449251786,3044.65872668554,1.31495315938245e-05,1.21599532411809e-05,1.42196419433104e-05,0,1.41361909222242e-07,9.25245618537191e-06,"2020-04-07","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,605,23,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,30,0,40.5714285714286,1,"2020/04/08","US",329064917,30,0,605,23,4045.82739083104,3737.62610008561,4379.44268315757,0,46.5172449251786,2860.45896646489,1.22949217063788e-05,1.1358324473361e-05,1.33087499058964e-05,0,1.41361909222242e-07,8.69268894582552e-06,"2020-04-08","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,628,23,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,23,0,41.4285714285714,0.857142857142857,"2020/04/09","US",329064917,23,0,628,23,3766.77787825975,3476.97769062123,4080.73241954335,0,0,2860.45896646489,1.14469142216694e-05,1.05662363594392e-05,1.24009950885872e-05,0,0,8.69268894582552e-06,"2020-04-09","US","USVT",623989,0,0,0,0
"United States","USA","Vermont","US_VT","STATE_TOTAL",2020-04-10,3,1,3,1,2,1,4,1,0,NA,2,1,2,1,3,2,0,1,NA,NA,2,1,1,1,NA,NA,1,1,NA,NA,NA,679,24,82.41,82.41,82.14,82.14,65,65,65.38,65.38,62.5,62.5,51,1,41.4285714285714,1,"2020/04/10","US",329064917,51,1,679,24,3848.40228327486,3562.58453869383,4157.15051055185,0,0,1794.39464707087,1.16949637729836e-05,1.08263882129186e-05,1.26332230991122e-05,0,0,5.45301110622761e-06,"2020-04-10","US","USVT",623989,0,0,0,0
