"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,NA,0.007502200545464
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,NA,0.151544451018373
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,NA,0.151544451018373
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,NA,0.151544451018373
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,NA,0.151544451018373
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,NA,0.151544451018373
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,1,2,0,0,0,NA,0,NA,NA,2,0,8.33,8.33,10.71,10.71,13.89,13.89,16.03,16.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,1,2,0,0,0,NA,0,NA,NA,2,0,8.33,8.33,10.71,10.71,13.89,13.89,16.03,16.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,1,2,0,0,0,NA,0,NA,NA,2,0,8.33,8.33,10.71,10.71,13.89,13.89,16.03,16.03,0,0,"2020/03/16",NA,2494524,2,0,2,0,2,0,2,2,8.01756166707556e-07,8.01756166707556e-07,8.01756166707556e-07,8.01756166707556e-07,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",NA,NA,0.267078339418518
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-17,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W12",NA,NA,4.9589545605517
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-18,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W12",NA,NA,4.9589545605517
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-19,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,3,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W12",NA,NA,4.9589545605517
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-20,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,3,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,NA,4.9589545605517
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-21,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,3,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,NA,4.9589545605517
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-22,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,3,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",NA,NA,4.9589545605517
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-23,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,4,0,50,50,53.57,53.57,38.89,38.89,44.87,44.87,0,0,"2020/03/23",NA,2494524,1,0,3,0,3,0,3,3,1.20263425006133e-06,4.00878083353778e-07,1.20263425006133e-06,1.20263425006133e-06,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-24,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,1,1,0,NA,NA,7,0,52.78,52.78,57.14,57.14,42.22,42.22,48.72,48.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-25,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,1,2,0,0,1,1,0,NA,NA,7,0,52.78,52.78,57.14,57.14,42.22,42.22,48.72,48.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-26,3,1,0,NA,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,8,0,52.78,52.78,57.14,57.14,45.56,45.56,48.72,48.72,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",NA,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-27,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,8,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",7043,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-28,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,8,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",8019,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-29,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,11,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",9237,NA,20.8711219174808
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-30,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,11,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,"2020/03/30",NA,2494524,8,0,11,0,11,0,11,11,4.40965891689156e-06,3.20702466683023e-06,4.40965891689156e-06,4.40965891689156e-06,3,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",10732,NA,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-03-31,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,11,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",12205,NA,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-01,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,2,1,1,441411500.91,0,2,1,1,2,0,0,1,1,0,NA,NA,14,0,66.67,66.67,66.67,66.67,60.56,60.56,58.33,58.33,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",13113,NA,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-02,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,14,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",13268,1813,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-03,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,14,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",14751,2120,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-04,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,14,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,14,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",16610,2309,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-05,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W14",17805,2469,32.4635222003318
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-06,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,"2020/04/06",NA,2494524,5,0,16,0,16,0,16,16,6.41404933366045e-06,2.00439041676889e-06,6.41404933366045e-06,6.41404933366045e-06,2,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",18285,2644,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-07,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",18985,2864,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-08,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",19367,2967,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-09,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",19530,2963,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-10,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",19654,3228,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-11,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",19527,3274,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-12,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W15",19881,3301,27.7341349764713
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-13,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,"2020/04/13",NA,2494524,0,0,16,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",19404,3277,20.0923935008617
