"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases.x","deaths.x","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases.y","deaths.y","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_occupancy","icu_occupancy"
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W08",NA,NA
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020/02/24","LU",613894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W08",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,220507,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,2,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,11.11,11.11,12.82,12.82,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,2,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,11.11,11.11,12.82,12.82,0,0,0,0,"2020/03/02","LU",613894,1,0,1,0,1,0,1,1,1.62894571375514e-06,1.62894571375514e-06,1.62894571375514e-06,1.62894571375514e-06,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,2,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,11.11,11.11,12.82,12.82,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W09",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,2,0,0,0,NA,0,NA,NA,1,0,0,0,0,0,11.11,11.11,12.82,12.82,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1,0,11.11,11.11,14.29,14.29,17.78,17.78,20.51,20.51,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2,0,11.11,11.11,14.29,14.29,17.78,17.78,20.51,20.51,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,2,0,11.11,11.11,14.29,14.29,17.78,17.78,20.51,20.51,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W10",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,3,0,11.11,11.11,14.29,14.29,17.78,17.78,20.51,20.51,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W10",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,3,0,22.22,22.22,23.81,23.81,24.44,24.44,28.21,28.21,0,0,0,0,"2020/03/09","LU",613894,4,0,5,0,5,0,5,5,8.14472856877572e-06,6.51578285502057e-06,8.14472856877572e-06,8.14472856877572e-06,2,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-10,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,5,0,22.22,22.22,23.81,23.81,24.44,24.44,28.21,28.21,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-11,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,7,0,22.22,22.22,23.81,23.81,24.44,24.44,28.21,28.21,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,7,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-12,0,NA,1,1,1,1,2,1,1,1,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,19,0,31.48,31.48,40.48,40.48,27.78,27.78,32.05,32.05,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-13,0,NA,1,1,2,1,4,1,1,1,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,34,0,42.59,42.59,45.24,45.24,34.44,34.44,39.74,39.74,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-14,0,NA,1,1,2,1,4,1,1,1,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,51,1,42.59,42.59,45.24,45.24,34.44,34.44,39.74,39.74,0,0,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,38,1,1,1433.88307645608,537.136357954537,3827.74438277958,1433.88307645608,1433.88307645608,1433.88307645608,0.00233571769141917,0.000874965967992092,0.00623518780567912,0.00233571769141917,0.00233571769141917,0.00233571769141917,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-15,0,NA,1,1,2,1,4,1,1,1,0,NA,2,1,0,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,59,1,53.7,53.7,59.52,59.52,41.11,41.11,47.44,47.44,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",NA,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-16,3,1,3,1,2,1,4,1,1,1,0,NA,2,1,0,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,77,1,72.22,72.22,80.95,80.95,52.22,52.22,60.26,60.26,0,0,18,0,"2020/03/16","LU",613894,72,1,77,1,77,1,77,77,0.000125428819959146,0.00011728409139037,0.000125428819959146,0.000125428819959146,39,0,77,1,1,1596.1149337654,431.286080121865,5906.94436757398,162.231857309314,1596.1149337654,1596.1149337654,0.00259998458001772,0.00070254161161677,0.00962209170894972,0.000264266888598543,0.00259998458001772,0.00259998458001772,"2020-W11",0,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-17,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,140,1,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,81,1,1,917.677349294887,178.863515302694,4708.23642252438,0,1596.1149337654,1596.1149337654,0.00149484658474409,0.0002913589565995,0.00766946153981694,0,0.00259998458001772,0.00259998458001772,"2020-W12",0,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-18,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,203,2,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,140,1,1,928.433149031144,155.989813026012,5525.92567103178,0,1596.1149337654,1596.1149337654,0.00151236719862247,0.000254098937318188,0.00900143293635674,0,0.00259998458001772,0.00259998458001772,"2020-W12",0,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-19,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,335,4,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,132,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,210,2,2,1760.20653464794,739.956243862987,4187.17602603404,0,1596.1149337654,1596.1149337654,0.00286728088993855,0.00120534855180697,0.00682068244034644,0,0.00259998458001772,0.00259998458001772,"2020-W12",1,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-20,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,484,4,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,2,345,4,4,3723.70357503607,2448.36843252489,5663.35038899235,945.560872948457,2541.67580671385,2541.67580671385,0.00606571097784972,0.00398825926385482,0.00922529034164262,0.00154026733108396,0.00414025191110168,0.00414025191110168,"2020-W12",21,3
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-21,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,670,8,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,1,484,5,5,4204.7928564234,2971.30783428029,5950.33700697381,1663.11704970954,4204.7928564234,4204.7928564234,0.00684937930069914,0.00484009916089796,0.00969277596290859,0.00270912738959746,0.00684937930069914,0.00684937930069914,"2020-W12",62,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-22,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,798,8,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,3,670,8,7,6031.15610875726,4858.23024770888,7487.26226496866,1826.36325233387,6031.15610875726,6031.15610875726,0.00982442589234829,0.00791379333844097,0.0121963437742813,0.00297504659164916,0.00982442589234829,0.00982442589234829,"2020-W12",65,2
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-23,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,875,8,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,77,0,"2020/03/23","LU",613894,721,7,798,8,798,8,798,798,0.0012998986795766,0.00117446985961746,0.0012998986795766,0.0012998986795766,128,0,798,8,7,4767.55668118057,3800.56841931474,5980.57821897276,0,6031.15610875726,6031.15610875726,0.00776609102089378,0.00619091963647591,0.00974203725557304,0,0.00982442589234829,0.00982442589234829,"2020-W13",73,2
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-24,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,329281472,0,2,1,1,2,0,0,0,NA,0,NA,NA,1099,8,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0,875,8,7,3610.32206051445,2860.24558010037,4557.10008655268,0,6031.15610875726,6031.15610875726,0.00588101864575066,0.00465918477799159,0.00742326865314318,0,0.00982442589234829,0.00982442589234829,"2020-W13",99,2
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-25,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,9658923079,0,2,1,1,2,0,0,0,NA,0,NA,NA,1333,8,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,0,1099,8,7,3305.37763031867,2608.60781290971,4188.25751611334,0,6031.15610875726,6031.15610875726,0.00538428072324973,0.00424928051570745,0.00682244412897559,0,0.00982442589234829,0.00982442589234829,"2020-W13",142,14
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-26,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1453,9,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,0,1333,8,6,3053.97550988827,2404.40321621271,3879.03590883077,0,6031.15610875726,6031.15610875726,0.00497476031674567,0.00391664231318878,0.00631873891719216,0,0.00982442589234829,0.00982442589234829,"2020-W13",140,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-27,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1605,15,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,152,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1,1453,9,5,2924.31983094626,2361.84720925577,3620.74499999525,0,4597.27303230118,6031.15610875726,0.00476355825426907,0.00384732088806174,0.00589799704834262,0,0.00748870820092912,0.00982442589234829,"2020-W13",148,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-28,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1831,18,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,226,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,6,1605,15,10,4298.47233697216,3783.05209038732,4884.11578541685,0,4435.04117499187,6031.15610875726,0.00700197808900586,0.00616238648754886,0.00795595947413862,0,0.00722444131233058,0.00982442589234829,"2020-W13",175,23
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-29,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1950,21,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,119,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,3,1831,18,10,4816.78593635302,4328.75563276855,5359.83749718143,0,4435.04117499187,6031.15610875726,0.0078462828050983,0.00705130793389177,0.00873088431745779,0,0.00722444131233058,0.00982442589234829,"2020-W13",181,21
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-30,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1988,22,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,38,1,"2020/03/30","LU",613894,1152,13,1950,21,1950,21,1950,1950,0.00317644414182253,0.00187654546224593,0.00317644414182253,0.00317644414182253,119,3,1950,21,13,4999.6093420602,4560.51982741381,5480.97465182833,0,4435.04117499187,6031.15610875726,0.00814409220819913,0.00742883922536107,0.00892821016629635,0,0.00722444131233058,0.00982442589234829,"2020-W14",174,24
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-03-31,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2178,23,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1988,22,14,4536.32028013457,4153.45191633676,4954.48174156538,0,4435.04117499187,6031.15610875726,0.00738941947654574,0.00676574769640485,0.00807058179680104,0,0.00722444131233058,0.00982442589234829,"2020-W14",179,26
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2319,29,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,141,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,1,2178,23,15,4497.11834055807,4131.98816301869,4894.51386864785,0,3489.48030204341,6031.15610875726,0.00732556164510171,0.00673078440743629,0.00797289738724903,0,0.00568417398124662,0.00982442589234829,"2020-W14",181,27
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2487,30,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,6,2319,29,21,5315.55251016279,4969.39778912913,5685.81942667333,0,1826.36325233387,4597.27303230118,0.00865874647767007,0.00809487922854618,0.00926189118426525,0,0.00297504659164916,0.00748870820092912,"2020-W14",201,30
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2612,31,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,1,2487,30,21,5255.54626515168,4923.23524986749,5610.28777690303,0,0,4435.04117499187,0.00856099956206068,0.00801968295807989,0.00913885422711907,0,0,0.00722444131233058,"2020-W14",202,35
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-04,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2729,31,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1,2612,31,16,5131.23261147073,4816.00810612618,5467.08965865908,0,0,4435.04117499187,0.00835849936873586,0.00784501576188427,0.00890559226618778,0,0,0.00722444131233058,"2020-W14",206,33
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-05,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2804,36,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,75,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0,2729,31,13,4861.19535980133,4561.82785452734,5180.20869698128,0,0,4435.04117499187,0.00791862334507477,0.00743096993052113,0.00843827875330477,0,0,0.00722444131233058,"2020-W14",193,33
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2843,41,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,39,5,"2020/04/06","LU",613894,854,15,2804,36,2804,36,2804,2804,0.00456756378136942,0.00139111963954689,0.00456756378136942,0.00456756378136942,75,5,2804,36,15,5299.44889367759,5016.28281715288,5598.59952087799,0,0,4435.04117499187,0.00863251456062054,0.00817125239398477,0.00911981469256579,0,0,0.00722444131233058,"2020-W15",191,31
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2970,44,79.63,79.63,80.95,80.95,70,70,65.38,65.38,100,100,127,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,5,2843,41,19,5633.35786417192,5367.26707641443,5912.64052524619,0,0,3489.48030204341,0.00917643414689167,0.00874298669870439,0.00963137044057473,0,0,0.00568417398124662,"2020-W15",190,31
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,32928146,0,1,1,0,NA,NA,3034,46,79.63,79.63,80.95,80.95,71.67,71.67,67.31,67.31,100,100,64,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,3,2970,44,21,5860.43050547165,5601.31274622855,6131.53509997947,0,0,1826.36325233387,0.00954632315264794,0.00912423438937104,0.00998793781985077,0,0,0.00297504659164916,"2020-W15",201,33
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,1,1,0,NA,NA,3115,52,79.63,79.63,80.95,80.95,71.67,71.67,67.31,67.31,100,100,81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2,3034,46,17,5849.99966922497,5601.73862775043,6109.26328486616,0,0,0,0.00952933188665302,0.00912492812725068,0.00995165824208439,0,0,0,"2020-W15",192,29
