"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","population.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","population.y"
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-02,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1351,78,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1315,78,11,7907.96447337272,7713.23604931803,8107.60901290635,59.7690861467117,2282.0177274327,2966.17131132119,0.000402276692492054,0.000392370893518541,0.00041243257335218,3.040442375447e-06,0.000116085820401813,0.00015088858687983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,4.17,4.17,5.56,8.33,4.17,36.11,9.72,18.06,5.56,12.5,4.17,8.33,4.17,29.17,9.72,18.06,57.14,65.71,47.14,24.29,65.71,40,15.71,66.67,31.94,30.56,5.56,4.17,12.5,4.17,0,3.17,3.17,17.46,76.19,1.59,4.76,3.17,22.22,68.25,34.72,19.44,16.67,15.28,23.61,27.78,13.89,20.83,2.78,NA,NA,NA,NA,2.78023863835447,1.70682166888195,4.62309029282092,8.45243448371445,3.16399889364647,28.7573258671606,8.95741970794745,14.1647754121257,4.64791447581,5.77858045372446,2.79830286760043,4.88280154829314,3.6034049738358,27.4016330502224,11.8814107672881,14.8829261603763,53.9469712139556,60.1109196237564,47.5046200572729,22.6187378579398,55.521773275834,34.3168204001201,13.444389238933,60.1288703718229,34.3870268230862,23.727092212939,8.89667360582953,5.382614681139,11.1524302697629,5.09705841980964,1.637116837255,2.28653267993828,5.63736563593485,14.2122392011833,75.9480925850982,1.76186615789231,3.22039188428998,5.16237495571251,16.5378550238814,73.2798463567573,35.4317131707819,18.5022434203352,16.2018566594558,17.0852865912086,25.1586882657163,24.3416553134959,12.8859224200348,26.8879710701591,2.55590114258825,19658023
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-03,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1386,79,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,1351,78,8,7882.27542586987,7687.6998305602,8081.77572728469,25.156593029139,1771.23880876172,2991.32790435033,0.00040096989538927,0.000391071870785796,0.000411118438882928,1.2797112420277e-06,9.01025911284017e-05,0.000152168298121858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.75,1.75,5.26,8.77,1.75,29.82,7.02,19.3,7.02,6.9,3.51,8.77,5.26,24.14,14.52,15.25,75,63.64,55.36,20.75,49.12,35.71,8.93,42.11,45.16,20.97,4.84,4.84,6.45,8.06,1.96,1.96,3.92,13.73,78.43,0,4,2,16,78,43.55,14.52,6.45,14.52,24.19,12.9,19.35,22.58,3.51,NA,NA,NA,NA,1.72811466965685,1.67702640618655,4.85861931863376,8.61796197695622,2.55787463250914,28.9685160049473,8.72188837767328,16.8209814393337,4.85034644877142,5.88690897138129,2.79940911177969,6.23714048185456,3.7059303187633,26.8375610048246,12.7320449957377,15.1864419502727,56.4958563626293,61.4945465563081,53.6622745572205,21.794895418272,53.7501499343812,34.9105818393105,12.3047194165081,54.2601617076559,36.4805127215686,23.3922729364597,7.14509202498854,5.13286656990115,10.1715443946709,5.7546499571884,1.69434771063573,2.2309714494028,5.16209784914936,14.226673432967,78.0441137867195,0.408112869922224,4.09187227626886,3.37073985434493,16.4999962246433,74.2626462848595,40.3053323208433,16.4270870551797,8.77173439693537,16.7773929674601,24.6074386118635,16.8386332245379,18.4013457252145,25.771336106129,2.85163967793338,19658023
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-04,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1461,85,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1351,78,8,7649.55960114988,7460.29014537035,7843.63087109388,0,1621.39105144408,2795.036809188,0.000389131684358589,0.000379503582093191,0.00039900405402384,0,8.24798633842313e-05,0.000142183006357659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-05,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1485,87,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,7,1461,85,13,8755.66312447561,8556.2242709962,8959.75074065891,640.671873885752,2060.11473767587,3030.08197500558,0.000445398966339372,0.000435253548690843,0.000455780865688218,3.25908599194208e-05,0.000104797656289031,0.000154139710539843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-06,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1523,90,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,1485,87,14,8849.6107228119,8652.14956582363,9051.57837939574,326.663423056283,2284.52893932375,3356.74539806186,0.00045017806331857,0.000440133250725347,0.000460452120714059,1.66173080098789e-05,0.000116213565286995,0.000170757018549722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-07,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1533,90,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,1523,90,14,9112.61818877105,8915.49666639382,9314.09806559989,263.007465959145,2361.95305965658,3619.75286402101,0.000463557204545495,0.00045352966910222,0.000473806448674919,1.33791412269252e-05,0.000120152115991348,0.000184136159776647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-08,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1547,92,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,"2020/06/08","ML",19658023,268,15,1309,78,1533,92,1533,1533,7.79834269193805e-05,1.36331105116725e-05,7.79834269193805e-05,7.79834269193805e-05,10,2,1533,92,15,9097.96115980311,8904.90121747567,9295.20667818818,0,2150.0831636268,3537.51708336302,0.000462811604188433,0.000452990680572287,0.000472845447285731,0,0.000109374333503771,0.000179952840800065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-09,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1586,94,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,1547,92,14,8913.65017147008,8724.05387571318,9107.36688599983,0,2105.19821881408,3001.5815716629,0.000453435738246419,0.000443791009691726,0.000463290071743218,0,0.000107091044649509,0.000152689900284627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-10,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1667,96,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2,1586,94,16,9078.3655056363,8888.87653495901,9271.8939148036,0,1618.59434041002,2851.73381434526,0.00046181477687946,0.000452175507931749,0.000471659531317244,0,8.23375952103635e-05,0.000145067172540456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-11,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1722,97,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2,1667,96,18,9489.3813022486,9294.94945808448,9687.88027364085,128.885384073899,1665.16785059238,2778.6710107652,0.000482723074555798,0.000472832362546553,0.000492820680576111,6.55637568812995e-06,8.47067810731719e-05,0.000141350481213965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-12,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1752,101,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,1722,97,12,9648.88153651112,9452.78422436354,9849.04687294856,407.377963666177,1851.53178981711,3083.79975302297,0.000490836822019749,0.000480861387961726,0.000501019195722203,2.07232417861235e-05,9.4187080247953e-05,0.000156872323988173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-13,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1776,104,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,1752,101,14,9951.34672719422,9756.49303788937,10150.0919746736,302.4651906831,2153.99698050021,3200.68159807976,0.000506223170417199,0.000496310999223542,0.000516333304456585,1.53863483974508e-05,0.000109573428645404,0.000162818081863052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,3.28,4.92,9.84,5,6.67,35.48,4.92,14.75,5,3.33,5,6.67,5,17.74,9.38,14.29,50,63.16,55.17,19.64,51.72,33.33,8.77,42.37,43.75,18.75,1.56,6.25,12.5,6.25,2,6,2,10,80,0,4,6,12,78,35.94,17.19,10.94,14.06,23.44,12.5,10.94,31.25,8.33,NA,NA,NA,NA,2.68979054836651,3.04907974593142,7.0684287845154,7.52910752822348,5.18555838360454,29.8411455480836,7.68603680137779,16.2442999342369,4.83398026462226,5.59080069435078,2.92094303335608,6.41084163661055,3.780792971854,22.2682680932808,12.0070891056183,15.3108667887031,55.7971234550978,62.4094076899373,55.9135451119793,20.3947359478804,53.5529427704991,35.1008880429616,11.73486111772,47.8571664325471,38.7929501405354,22.967888374815,4.89317027298864,5.38495072099969,10.7289808064464,5.77324438922592,1.75260163865403,2.55899611915197,4.25631367934571,13.7812178406333,79.2860683195069,0.212402341288287,4.39770777718023,4.09278430104657,15.3489756597699,76.6148365964608,37.3603243415669,17.2250563464733,9.18003131871864,15.2723291324844,23.409405043959,15.9407022803078,13.6619773333323,26.6968853294177,7.57158194594013,19658023
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-14,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1809,104,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,1776,104,14,10107.7342412845,9914.96877266023,10304.2474298206,156.387514090315,2250.61540844381,3145.19921614029,0.000514178574380778,0.000504372630587533,0.000524175163993888,7.95540396357837e-06,0.000114488390233535,0.000159995703339053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,3.57,3.57,5.36,8.77,3.51,24.56,5.17,8.77,6.9,6.9,5.26,7.02,7.02,17.54,11.48,17.24,75,67.31,50,36,48.08,26.92,5.77,45.28,29.51,31.15,6.56,4.92,8.2,4.92,2.08,4.17,10.42,12.5,70.83,2.04,10.2,8.16,10.2,69.39,42.62,9.84,8.2,18.03,26.23,9.84,8.2,32.79,1.75,NA,NA,NA,NA,3.06214428287492,3.30848991973213,6.48095673516965,7.84578220045832,3.50074133985987,29.3412812946549,6.98441542125539,13.6178890088293,5.01209022775193,5.70200111749629,4.213026060873,6.66816810766336,4.04819281288206,19.0763651974821,11.985897549679,15.8385657491163,58.1184116913042,64.4417208171497,51.5007938594136,34.7148722516298,50.8145863974192,34.4162281904394,11.0834904214077,46.456366106781,36.5097968286278,24.1380820656358,4.91393949312915,5.19210213314601,10.2995923375652,5.663802388038,1.82027282484863,2.70853619191419,5.886848821467,13.6827379699604,72.8781858226013,1.18179207686902,9.55409656605977,6.68442375329617,14.1939847560468,73.5245048913428,40.7480731452244,11.6853859354647,8.12897073667236,16.5806312566093,25.2710754088458,11.862097472102,9.54711074633392,27.7543031067718,4.04367919533928,19658023
"Mali","MLI",NA,NA,"NAT_TOTAL",2020-06-15,2,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,4,1,1,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,1860,104,52.78,52.78,60.71,60.71,52.22,52.22,52.56,52.56,50,50,"2020/06/15","ML",19658023,276,12,1420,81,1809,104,1809,1809,9.20234959537895e-05,1.4040069034409e-05,9.20234959537895e-05,9.20234959537895e-05,33,0,1809,104,12,10021.5270088493,9830.02039837852,10216.7645151237,0,2225.45881541467,3100.31427132757,0.000509793228385646,0.000500051322474214,0.00051972492427767,0,0.000113208678991507,0.000157712414484792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
