"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy","hosp_hosp_weekly_admission"
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-06,3,1,2,1,2,1,4,1,0,NA,2,0,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,68.52,68.52,75,75,56.67,56.67,61.54,61.54,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-06",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1181,0.465,0.007,52,0.02,0,NA,"samples tested",NA,NA,68.52,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/06",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19","2020-05-06",NA,"United Kingdom",11697,1802,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-07,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-07",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1283,0.505,0.04,59,0.023,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/07",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19","2020-05-07",NA,"United Kingdom",11176,1685,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-08,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-08",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0.026,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/08",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19","2020-05-08",NA,"United Kingdom",10703,1641,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-09,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-09",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511,0.595,NA,64,0.025,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/09",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19","2020-05-09",NA,"United Kingdom",10716,1585,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-10,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-10",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1543,0.607,0.013,60,0.024,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/10",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19","2020-05-10",NA,"United Kingdom",10446,1538,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-11,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-11",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.024,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,"2020/05/11",NA,2494524,0,0,13,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,"2020/05/11",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-11",NA,"United Kingdom",10672,1485,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-12,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-12",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604,0.631,NA,63,0.025,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/12",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-12",NA,"United Kingdom",10355,1414,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-13,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-13",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,1768,0.696,0.065,84,0.033,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/13",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-13",NA,"United Kingdom",10100,1342,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-14,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-14",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,2011,0.791,0.096,104,0.041,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/14",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-14",NA,"United Kingdom",9713,1314,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-15,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-15",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,0.041,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/15",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-15",NA,"United Kingdom",9508,1302,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-16,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-16",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,0.042,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/16",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-16",NA,"United Kingdom",9116,1234,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-17,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-17",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381,0.937,NA,120,0.047,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/17",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20","2020-05-17",NA,"United Kingdom",9135,1196,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-18,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-18",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,0.047,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,"2020/05/18",NA,2494524,0,0,5,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,"2020/05/18",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-18",NA,"United Kingdom",9107,1141,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-19,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-19",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2434,0.958,NA,119,0.047,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/19",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-19",NA,"United Kingdom",8926,1106,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-20,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-20",16,0,0,NA,NA,0,6.297,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,2586,1.018,0.06,117,0.046,0,NA,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/20",NA,2494524,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-20",NA,"United Kingdom",8526,1034,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-21,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,18,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,2,0,0.285714285714286,0,2,0,0.285714285714286,0,2494524,NA,"NAM","Africa","Namibia","2020-05-21",18,2,0.286,NA,NA,0,7.084,0.787,0.112,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2681,1.055,0.037,96,0.038,0.003,335.7,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/21",NA,2494524,2,0,18,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-21",NA,"United Kingdom",8281,1008,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-22,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,19,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,1,0,0.428571428571429,0,-1,0,0.142857142857143,0,2494524,NA,"NAM","Africa","Namibia","2020-05-22",19,1,0.429,NA,NA,0,7.478,0.394,0.169,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0.035,0.005,209.8,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/22",NA,2494524,1,0,19,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-22",NA,"United Kingdom",8246,964,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-23,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,20,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,1,0,0.571428571428571,0,0,0,0.142857142857143,0,2494524,NA,"NAM","Africa","Namibia","2020-05-23",20,1,0.571,NA,NA,0,7.871,0.394,0.225,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2847,1.12,NA,84,0.033,0.007,147.1,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/23",NA,2494524,1,0,20,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-23",NA,"United Kingdom",7882,926,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-24,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,21,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,1,0,0.714285714285714,0,0,0,0.142857142857143,0,2494524,NA,"NAM","Africa","Namibia","2020-05-24",21,1,0.714,NA,NA,0,8.265,0.394,0.281,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,3027,1.191,0.071,92,0.036,0.008,128.9,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/24",NA,2494524,1,0,21,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21","2020-05-24",NA,"United Kingdom",7885,886,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-25,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,21,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0.714285714285714,0,-1,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-25",21,0,0.714,NA,NA,0,8.265,0,0.281,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,3117,1.227,0.035,101,0.04,0.007,141.5,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,"2020/05/25",NA,2494524,5,0,5,0,21,0,21,21,8.41843975042934e-06,2.00439041676889e-06,8.41843975042934e-06,8.41843975042934e-06,"2020/05/25",NA,2494524,0,0,21,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-25",NA,"United Kingdom",7908,863,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-26,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,21,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0.714285714285714,0,0,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-26",21,0,0.714,NA,NA,0,8.265,0,0.281,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,3186,1.254,0.027,107,0.042,0.007,149.9,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/26",NA,2494524,0,0,21,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-26",NA,"United Kingdom",7813,847,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-27,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,22,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,1,0,0.857142857142857,0,1,0,0.142857142857143,0,2494524,NA,"NAM","Africa","Namibia","2020-05-27",22,1,0.857,NA,NA,0,8.658,0.394,0.337,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3201,1.26,0.006,88,0.035,0.01,102.7,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/27",NA,2494524,1,0,22,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-27",NA,"United Kingdom",7488,783,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-28,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,22,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0.571428571428571,0,-1,0,-0.285714285714286,0,2494524,NA,"NAM","Africa","Namibia","2020-05-28",22,0,0.571,NA,NA,0,8.658,0,0.225,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,3370,1.326,0.067,98,0.039,0.006,171.6,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/28",NA,2494524,0,0,22,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-28",NA,"United Kingdom",7225,751,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-29,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,23,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,1,0,0.571428571428571,0,1,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-29",23,1,0.571,NA,NA,0,9.052,0.394,0.225,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3412,1.343,0.017,93,0.037,0.006,162.9,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/29",NA,2494524,1,0,23,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-29",NA,"United Kingdom",6922,719,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-30,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,23,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,0,0,0.428571428571429,0,-1,0,-0.142857142857143,0,2494524,NA,"NAM","Africa","Namibia","2020-05-30",23,0,0.429,NA,NA,0,9.052,0,0.169,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,3545,1.395,0.052,100,0.039,0.004,233.1,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/30",NA,2494524,0,0,23,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-30",NA,"United Kingdom",6632,704,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-31,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,24,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,1,0,0.428571428571429,0,1,0,0,0,2494524,NA,"NAM","Africa","Namibia","2020-05-31",24,1,0.429,NA,NA,0,9.445,0.394,0.169,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,3680,1.448,0.053,93,0.037,0.005,216.8,"samples tested",NA,NA,66.67,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/31",NA,2494524,1,0,24,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22","2020-05-31",NA,"United Kingdom",6599,679,6.63644660251745
