,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
owid_cardiovasc_death_rate,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_diabetes_prevalence,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_female_smokers,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_male_smokers,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_handwashing_facilities,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_hospital_beds_per_thousand,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_life_expectancy,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_human_development_index,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
conf_population,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
conf_cases,0.001557974366512144,0.028636829841494536,0.028636829841494536,0.0016990738463117656,0.008053945407683736,0.00035531610776449486,0.028636829841494536,0.028636829841494536,0.0031327753757174567,0.028636829841494536,0.0016990738463117656,0.00035531610776449486,0.028636829841494536,0.009228387047750121,0.028636829841494536,0.0028123540061149536,0.0016990738463117656,0.00035531610776449486,0.028636829841494536,0.009228387047750121,0.028636829841494536,0.00457727462816342,0.003707764232906602,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.0031327753757174567,0.002056236842742738,0.002680678023006866,0.0016990738463117656,0.008053945407683736,0.0020111163693864475,0.001262504615967983,0.0016990738463117656,0.028636829841494536,0.0020111163693864475,0.001262504615967983,0.028636829841494536,0.00035531610776449486,0.028636829841494536,0.0016990738463117656,0.008053945407683736,0.0018573398379204593,0.0036874611347634694,0.006917163921509256,0.028636829841494536,0.0007237381190531155,0.0007237381190531155,0.0018573398379204593,0.0036874611347634694,0.006917163921509256,0.028636829841494536,0.0007237381190531155,0.0007237381190531155
conf_deaths,0.0008783246270203143,0.028392775343074758,0.028392775343074758,0.004764604595772539,0.006960444477000248,0.0002492770788559641,0.028392775343074758,0.0031060766130675947,0.028392775343074758,0.028392775343074758,0.004764604595772539,0.0002492770788559641,0.0031442075974807953,0.008112367366954202,0.028392775343074758,0.02006433478636518,0.004764604595772539,0.0002492770788559641,0.0031442075974807953,0.008112367366954202,0.028392775343074758,0.02006433478636518,0.00528482510630182,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.028392775343074758,0.0031060766130675947,0.028392775343074758,0.0033181824991420418,0.004483421075063917,0.004764604595772539,0.006960444477000248,0.003392325222778457,0.00496385839318243,0.004764604595772539,0.0031060766130675947,0.003392325222778457,0.00496385839318243,0.028392775343074758,0.0002492770788559641,0.028392775343074758,0.004764604595772539,0.006960444477000248,0.006680444755945803,0.005822192565764164,0.006581627736722373,0.028392775343074758,0.003432630268932352,0.003432630268932352,0.006680444755945803,0.005822192565764164,0.006581627736722373,0.028392775343074758,0.003432630268932352,0.003432630268932352
conf_cases_prev_week,0.002836161188035202,0.029308648038562323,0.029308648038562323,0.010118125634397216,0.0068871868315401276,0.0007499238681981396,0.029308648038562323,0.0021044760275995096,0.003425217923220446,0.029308648038562323,0.010118125634397216,0.0007499238681981396,0.002389473073683082,0.0043960346914047165,0.029308648038562323,0.0038653191549457002,0.010118125634397216,0.0007499238681981396,0.002389473073683082,0.0043960346914047165,0.029308648038562323,0.0038653191549457002,0.008964146583614776,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.029308648038562323,0.0021044760275995096,0.003425217923220446,0.029308648038562323,0.014156905398112374,0.010118125634397216,0.0068871868315401276,0.008496588715315848,0.0016881232631241235,0.010118125634397216,0.0021044760275995096,0.008496588715315848,0.0016881232631241235,0.029308648038562323,0.0007499238681981396,0.029308648038562323,0.010118125634397216,0.0068871868315401276,0.001581223565923067,0.00824359522457059,0.008575754974369841,0.029308648038562323,0.001675797689836322,0.001675797689836322,0.001581223565923067,0.00824359522457059,0.008575754974369841,0.029308648038562323,0.001675797689836322,0.001675797689836322
conf_deaths_prev_week,0.0021436672849121517,0.02771622956567843,0.02771622956567843,0.01242995524529754,0.010295895672099117,0.0004059290059484295,0.02771622956567843,0.0025945011332808104,0.004376589687150159,0.02771622956567843,0.01242995524529754,0.0004059290059484295,0.0025011898366887283,0.010076189725757278,0.02771622956567843,0.005411695066414313,0.01242995524529754,0.0004059290059484295,0.0025011898366887283,0.010076189725757278,0.02771622956567843,0.005411695066414313,0.013247672662677925,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.02771622956567843,0.0025945011332808104,0.004376589687150159,0.013387722266732096,0.02771622956567843,0.012429955245297535,0.010295895672099117,0.0047425819096830624,0.0022509115425227355,0.012429955245297535,0.0025945011332808104,0.0047425819096830624,0.0022509115425227355,0.02771622956567843,0.0004059290059484295,0.02771622956567843,0.012429955245297535,0.010295895672099117,0.004391616407565399,0.011117951055402607,0.007479425089692308,0.02771622956567843,0.000827950239722041,0.000827950239722041,0.004391616407565399,0.011117951055402607,0.007479425089692308,0.02771622956567843,0.000827950239722041,0.000827950239722041
conf_cases_infected,0.005788417019228945,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.01237502155534247,0.0005079708244510013,0.023580359005200793,0.0013990644737611722,0.003957030812542581,0.023580359005200793,0.023580359005200793,0.0005079708244510013,0.0017117042772146495,0.01182429591028721,0.023580359005200793,0.0029925734612675963,0.023580359005200793,0.0005079708244510013,0.0017117042772146495,0.01182429591028721,0.023580359005200793,0.0029925734612675963,0.02096048275234759,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.0013990644737611722,0.003957030812542581,0.008140567746587703,0.010575132754191419,0.023580359005200793,0.01237502155534247,0.011542119209603952,0.010241764895481727,0.023580359005200793,0.0013990644737611722,0.011542119209603952,0.010241764895481727,0.023580359005200793,0.0005079708244510013,0.023580359005200793,0.023580359005200793,0.01237502155534247,0.011697448740379103,0.0143031817157752,0.005429332955536088,0.023580359005200793,0.002302716554981967,0.002302716554981967,0.011697448740379103,0.0143031817157752,0.005429332955536088,0.023580359005200793,0.002302716554981967,0.002302716554981967
conf_cum_deaths,0.006825721906984053,0.023201147476392226,0.023201147476392226,0.012176010554619142,0.023201147476392226,0.00023150777500384706,0.023201147476392226,0.006525190679441846,0.00568772502373606,0.023201147476392226,0.012176010554619142,0.00023150777500384706,0.007476706396943281,0.023201147476392226,0.023201147476392226,0.005603246650206628,0.012176010554619142,0.00023150777500384706,0.007476706396943281,0.023201147476392226,0.023201147476392226,0.006952392939096242,0.0061637544644997455,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.023201147476392226,0.006525190679441846,0.00568772502373606,0.005451996187807346,0.008618654038921867,0.012176010554619142,0.023201147476392226,0.007690617394013632,0.010712776887769495,0.012176010554619142,0.006525190679441846,0.007690617394013632,0.010712776887769495,0.023201147476392226,0.00023150777500384706,0.023201147476392226,0.012176010554619142,0.023201147476392226,0.014757461423468498,0.012988161663661154,0.005248984425275889,0.023201147476392226,0.00461653228713332,0.00461653228713332,0.014757461423468498,0.012988161663661154,0.005248984425275889,0.023201147476392226,0.00461653228713332,0.00461653228713332
conf_cases_contagious,0.004839995492288739,0.026891375621009486,0.026891375621009486,0.013162796336538897,0.008913838477615194,0.000587503675970215,0.026891375621009486,0.0018885360567519206,0.003212940288227602,0.026891375621009486,0.013162796336538897,0.000587503675970215,0.001925051253006929,0.007918727499274603,0.026891375621009486,0.0019022673767138524,0.013162796336538897,0.000587503675970215,0.001925051253006929,0.007918727499274603,0.026891375621009486,0.0030629640535958878,0.012080715929357928,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.026891375621009486,0.0018885360567519206,0.003212940288227602,0.007795820480704669,0.00460143942899868,0.013162796336538897,0.008913838477615194,0.026891375621009486,0.011111455329102475,0.013162796336538897,0.0018885360567519115,0.026891375621009486,0.011111455329102475,0.026891375621009486,0.000587503675970215,0.026891375621009486,0.013162796336538897,0.008913838477615194,0.00662462813599304,0.009476401525335656,0.0033312939796630854,0.026891375621009486,0.002955841875663115,0.002955841875663115,0.00662462813599304,0.009476401525335656,0.0033312939796630854,0.026891375621009486,0.002955841875663115,0.002955841875663115
conf_cases_active,0.00784125462718048,0.026653020366829063,0.026653020366829063,0.011576327921527544,0.012306626681527199,0.0005822962596598196,0.026653020366829063,0.0011750449134510137,0.004659700126279351,0.026653020366829063,0.011576327921527544,0.0005822962596598196,0.0013823472086826212,0.011512510460714059,0.026653020366829063,0.0034423034246642273,0.011576327921527544,0.0005822962596598196,0.0013823472086826212,0.011512510460714059,0.026653020366829063,0.0034423034246642273,0.007118340190328092,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.0011750449134510137,0.004659700126279351,0.0015351640803958513,0.0021645653873887797,0.011576327921527544,0.012306626681527199,0.01101296747944359,0.026653020366829063,0.011576327921527544,0.0011750449134510226,0.01101296747944359,0.026653020366829063,0.026653020366829063,0.0005822962596598196,0.026653020366829063,0.011576327921527544,0.012306626681527199,0.011529912553847218,0.010359087701173837,0.0016538553277929786,0.026653020366829063,0.0029296423813895537,0.0029296423813895537,0.011529912553847218,0.010359087701173837,0.0016538553277929786,0.026653020366829063,0.0029296423813895537,0.0029296423813895537
conf_p_cases_infected,0.005788417019228945,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.01237502155534247,0.0005079708244510013,0.023580359005200793,0.0013990644737611722,0.003957030812542581,0.023580359005200793,0.023580359005200793,0.0005079708244510013,0.0017117042772146495,0.01182429591028721,0.023580359005200793,0.0029925734612675963,0.023580359005200793,0.0005079708244510013,0.0017117042772146495,0.01182429591028721,0.023580359005200793,0.0029925734612675963,0.02096048275234759,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.023580359005200793,0.0013990644737611722,0.003957030812542581,0.008140567746587703,0.010575132754191419,0.023580359005200793,0.01237502155534247,0.011542119209603952,0.010241764895481727,0.023580359005200793,0.0013990644737611722,0.011542119209603952,0.010241764895481727,0.023580359005200793,0.0005079708244510013,0.023580359005200793,0.023580359005200793,0.01237502155534247,0.011697448740379103,0.0143031817157752,0.005429332955536088,0.023580359005200793,0.002302716554981967,0.002302716554981967,0.011697448740379103,0.0143031817157752,0.005429332955536088,0.023580359005200793,0.002302716554981967,0.002302716554981967
conf_p_cases,0.001557974366512144,0.028636829841494536,0.028636829841494536,0.0016990738463117656,0.008053945407683736,0.00035531610776449486,0.028636829841494536,0.028636829841494536,0.0031327753757174567,0.028636829841494536,0.0016990738463117656,0.00035531610776449486,0.028636829841494536,0.009228387047750121,0.028636829841494536,0.0028123540061149536,0.0016990738463117656,0.00035531610776449486,0.028636829841494536,0.009228387047750121,0.028636829841494536,0.00457727462816342,0.003707764232906602,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.028636829841494536,0.0031327753757174567,0.002056236842742738,0.002680678023006866,0.0016990738463117656,0.008053945407683736,0.002011116369386438,0.0012625046159679926,0.0016990738463117656,0.028636829841494536,0.0020111163693864475,0.001262504615967983,0.028636829841494536,0.00035531610776449486,0.028636829841494536,0.0016990738463117656,0.008053945407683736,0.0018573398379204593,0.0036874611347634694,0.006917163921509256,0.028636829841494536,0.0007237381190531155,0.0007237381190531155,0.0018573398379204593,0.0036874611347634694,0.006917163921509256,0.028636829841494536,0.0007237381190531155,0.0007237381190531155
conf_p_cases_contagious,0.004839995492288738,0.02689137562100948,0.02689137562100948,0.013162796336538893,0.008913838477615193,0.0005875036759702149,0.02689137562100948,0.0018885360567519201,0.0032129402882276016,0.02689137562100948,0.013162796336538893,0.0005875036759702149,0.0019250512530069287,0.007918727499274601,0.02689137562100948,0.0019022673767138522,0.013162796336538893,0.0005875036759702149,0.0019250512530069287,0.007918727499274601,0.02689137562100948,0.003062964053595887,0.012080715929357926,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.02689137562100948,0.0018885360567519201,0.0032129402882276016,0.007795820480704667,0.004601439428998679,0.013162796336538893,0.008913838477615193,0.02689137562100948,0.011111455329102474,0.013162796336538893,0.0018885360567519201,0.02689137562100948,0.011111455329102474,0.02689137562100948,0.0005875036759702149,0.02689137562100948,0.013162796336538893,0.008913838477615193,0.006624628135993039,0.009476401525335654,0.003331293979663085,0.02689137562100948,0.0029558418756631144,0.0029558418756631144,0.006624628135993039,0.009476401525335654,0.003331293979663085,0.02689137562100948,0.0029558418756631144,0.0029558418756631144
conf_p_cases_active,0.00784125462718048,0.026653020366829063,0.026653020366829063,0.011576327921527544,0.012306626681527199,0.0005822962596598196,0.026653020366829063,0.0011750449134510137,0.004659700126279351,0.026653020366829063,0.011576327921527544,0.0005822962596598196,0.0013823472086826212,0.011512510460714059,0.026653020366829063,0.0034423034246642273,0.011576327921527544,0.0005822962596598196,0.0013823472086826212,0.011512510460714059,0.026653020366829063,0.0034423034246642273,0.007118340190328092,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.026653020366829063,0.0011750449134510137,0.004659700126279351,0.0015351640803958513,0.0021645653873887797,0.011576327921527544,0.012306626681527199,0.01101296747944359,0.026653020366829063,0.011576327921527544,0.0011750449134510137,0.01101296747944359,0.026653020366829063,0.026653020366829063,0.0005822962596598196,0.026653020366829063,0.011576327921527544,0.012306626681527199,0.011529912553847218,0.010359087701173837,0.0016538553277929786,0.026653020366829063,0.0029296423813895537,0.0029296423813895537,0.011529912553847218,0.010359087701173837,0.0016538553277929786,0.026653020366829063,0.0029296423813895537,0.0029296423813895537
