"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active"
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-15,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,48.33,48.33,44.23,44.23,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/15","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/15","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-16,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,48.33,48.33,44.23,44.23,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/16","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/16","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-17,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/17","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/17","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-18,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/18","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/18","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-19,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/19","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/19","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-20,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/20","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/20","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-21,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/21","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/21","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-22,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/22","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/22","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-23,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/23","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/23","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-24,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/24","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/24","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-25,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/25","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/25","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-26,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/26","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/26","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-27,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/27","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/27","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-28,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/28","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/28","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-29,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/29","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/29","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-01,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,46.3,46.3,60.71,60.71,50,50,46.15,46.15,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/01","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/01","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-02,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/02","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/02","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-03,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/03","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/03","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-04,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/04","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/04","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-05,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/05","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/05","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-06,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/06","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/06","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-07,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/07","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/07","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-08,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/08","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/08","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-09,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/09","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/09","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-10,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/10","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/10","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-11,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/11","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/11","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-12,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/12","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/12","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-13,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/13","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/13","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-14,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/14","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/14","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-15,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/03/15","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/15","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-16,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,11,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,1,0,0.142857142857143,0,1,0,0.142857142857143,0,696100,"MO","2020/03/16","MO",696100,1,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/16","MO",696100,1,0,10,0,0,0,0,0,1.43657520471197e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-17,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,12,0,38.89,38.89,50,50,45.56,45.56,41.03,41.03,75,75,1,0,0.285714285714286,0,0,0,0.142857142857143,0,696100,"MO","2020/03/17","MO",696100,1,0,11,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/17","MO",696100,1,0,11,0,0,0,0,0,1.58023272518316e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-18,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,15,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,3,0,0.714285714285714,0,2,0,0.428571428571429,0,696100,"MO","2020/03/18","MO",696100,3,0,14,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/18","MO",696100,3,0,14,0,0,0,0,0,2.01120528659675e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-19,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,17,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,2,0,1,0,-1,0,0.285714285714286,0,696100,"MO","2020/03/19","MO",696100,2,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/19","MO",696100,2,0,16,0,0,0,0,0,2.29852032753915e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-20,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,17,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,0,0,1,0,-2,0,0,0,696100,"MO","2020/03/20","MO",696100,0,0,16,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/20","MO",696100,0,0,16,0,0,0,0,0,2.29852032753915e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-21,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,18,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,1,0,1.14285714285714,0,1,0,0.142857142857143,0,696100,"MO","2020/03/21","MO",696100,1,0,17,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/21","MO",696100,1,0,17,0,0,0,0,0,2.44217784801034e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-22,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,24,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,6,0,2,0,5,0,0.857142857142857,0,696100,"MO","2020/03/22","MO",696100,6,0,23,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/22","MO",696100,6,0,23,0,0,0,0,0,3.30412297083752e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-23,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,24,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,0,0,1.85714285714286,0,-6,0,-0.142857142857143,0,696100,"MO","2020/03/23","MO",696100,0,0,23,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/23","MO",696100,0,0,23,0,0,0,0,0,3.30412297083752e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-24,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,25,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,1,0,1.85714285714286,0,1,0,0,0,696100,"MO","2020/03/24","MO",696100,1,0,24,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/24","MO",696100,1,0,24,0,0,0,0,0,3.44778049130872e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-25,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,30,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,5,0,2.14285714285714,0,4,0,0.285714285714286,0,696100,"MO","2020/03/25","MO",696100,5,0,29,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/25","MO",696100,5,0,29,0,0,0,0,0,4.1660680936647e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-26,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,31,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,1,0,2,0,-4,0,-0.142857142857143,0,696100,"MO","2020/03/26","MO",696100,1,0,30,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/26","MO",696100,1,0,30,0,0,0,0,0,4.3097256141359e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-27,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,33,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,2,0,2.28571428571429,0,1,0,0.285714285714286,0,696100,"MO","2020/03/27","MO",696100,2,0,32,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/27","MO",696100,2,0,32,0,0,0,0,0,4.59704065507829e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-28,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,1252400000,0,2,1,1,2,0,0,2,1,0,NA,NA,37,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,4,0,2.71428571428571,0,2,0,0.428571428571429,0,696100,"MO","2020/03/28","MO",696100,4,0,36,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/28","MO",696100,4,0,36,0,0,0,0,0,5.17167073696308e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-29,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,37,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,0,0,1.85714285714286,0,-4,0,-0.857142857142857,0,696100,"MO","2020/03/29","MO",696100,0,0,36,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/29","MO",696100,0,0,36,0,0,0,0,0,5.17167073696308e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-30,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,38,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,1,0,2,0,1,0,0.142857142857143,0,696100,"MO","2020/03/30","MO",696100,1,0,37,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/30","MO",696100,1,0,37,0,0,0,0,0,5.31532825743428e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-03-31,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,41,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,3,0,2.28571428571429,0,2,0,0.285714285714286,0,696100,"MO","2020/03/31","MO",696100,3,0,40,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/03/31","MO",696100,3,0,40,0,0,0,0,0,5.74630081884787e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-04-01,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,41,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,0,0,1.57142857142857,0,-3,0,-0.714285714285714,0,696100,"MO","2020/04/01","MO",696100,0,0,40,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/04/01","MO",696100,0,0,40,0,0,0,0,0,5.74630081884787e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-04-02,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,41,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,0,0,1.42857142857143,0,0,0,-0.142857142857143,0,696100,"MO","2020/04/02","MO",696100,0,0,40,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/04/02","MO",696100,0,0,40,0,0,0,0,0,5.74630081884787e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-04-03,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,3,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,43,0,41.67,41.67,53.57,53.57,47.22,47.22,42.95,42.95,75,75,2,0,1.42857142857143,0,2,0,0,0,696100,"MO","2020/04/03","MO",696100,2,0,42,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/04/03","MO",696100,2,0,42,0,0,0,0,0,6.03361585979026e-05,0,0,0,0,0
