"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","umdchl_date","umdchl_total_responses","umdchl_pct_cli","umdchl_pct_ili","umdchl_pct_fever","umdchl_pct_cough","umdchl_pct_difficulty_breathing","umdchl_pct_fatigue","umdchl_pct_stuffy_runny_nose","umdchl_pct_aches_muscle_pain","umdchl_pct_sore_throat","umdchl_pct_chest_pain","umdchl_pct_nausea","umdchl_pct_anosmia_ageusia","umdchl_pct_eye_pain","umdchl_pct_headache","umdchl_pct_cmnty_sick","umdchl_pct_ever_tested","umdchl_pct_tested_recently","umdchl_pct_worked_outside_home","umdchl_pct_grocery_outside_home","umdchl_pct_ate_outside_home","umdchl_pct_spent_time_with_non_hh","umdchl_pct_attended_public_event","umdchl_pct_used_public_transit","umdchl_pct_direct_contact_with_non_hh","umdchl_pct_wear_mask_all_time","umdchl_pct_wear_mask_most_time","umdchl_pct_wear_mask_half_time","umdchl_pct_wear_mask_some_time","umdchl_pct_wear_mask_none_time","umdchl_pct_no_public","umdchl_pct_feel_nervous_all_time","umdchl_pct_feel_nervous_most_time","umdchl_pct_feel_nervous_some_time","umdchl_pct_feel_nervous_little_time","umdchl_pct_feel_nervous_none_time","umdchl_pct_feel_depressed_all_time","umdchl_pct_feel_depressed_most_time","umdchl_pct_feel_depressed_some_time","umdchl_pct_feel_depressed_little_time","umdchl_pct_feel_depressed_none_time","umdchl_pct_worried_ill_covid19_very","umdchl_pct_worried_ill_covid19_somewhat","umdchl_pct_worried_ill_covid19_nottooworried","umdchl_pct_worried_ill_covid19_notworried","umdchl_pct_enough_toeat_very_worried","umdchl_pct_enough_toeat_somewhat_worried","umdchl_pct_enough_toeat_nottoo_worried","umdchl_pct_enough_toeat_not_worried","umdchl_pct_chills","umdchl_pct_finances_very_worried","umdchl_pct_finances_somewhat_worried","umdchl_pct_finances_nottoo_worried","umdchl_pct_finances_not_worried","umdchl_population"
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-20,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12129,324,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,121,1,62.4285714285714,0.857142857142857,31,1,17.2857142857143,0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-20",12129,121,62.429,324,1,0.857,135.427,1.351,0.697,3.618,0.011,0.01,1.21,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,NA,0.004,290,0.003,0.215,4.6,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/20","CD",86790568,121,1,12129,324,24621.7693968616,24431.2138881157,24813.8111764936,251.518156736143,958.699249764624,1621.86778649068,0.000283691764718738,0.00028149618617677,0.000285904468058023,2.89798952273412e-06,1.10461225436919e-05,1.86871433597563e-05,"2020/11/20","CD",86790568,121,1,12129,324,24420.2898550725,72.4637681159402,724.63768115942,1304.34782608696,0.000139750208801491,3.73312454874129e-06,0.00028137031958441,8.34926764345409e-07,8.3492676434543e-06,1.50286817582177e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-21,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12180,327,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,51,3,60,1.14285714285714,-70,2,-2.42857142857143,0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-21",12180,51,60,327,3,1.143,135.996,0.569,0.67,3.651,0.033,0.013,1.21,NA,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,0.005,299,0.003,0.201,5,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/21","CD",86790568,51,3,12180,327,24875.1221794275,24683.9628115262,25067.7619378242,253.352782565864,1212.05203233049,1346.69799898192,0.000286610892780739,0.000284408356580017,0.000288830486024982,2.91912806200167e-06,1.39652506056936e-05,1.55166399991981e-05,"2020/11/21","CD",86790568,51,3,12180,327,24420.2898550725,0,724.63768115942,1159.42028985507,0.000140337830258237,3.76769051678519e-06,0.00028137031958441,0,8.3492676434543e-06,1.33588282295269e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-22,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12180,327,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,0,0,60,1.14285714285714,-51,-3,0,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-22",12180,0,60,327,0,1.143,135.996,0,0.67,3.651,0,0.013,1.21,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,0.002,303,0.003,0.198,5,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/22","CD",86790568,0,0,12180,327,24786.8765382145,24596.3803290427,24978.8481191776,0,1212.05203233049,1346.69799898192,0.000285594127442679,0.000283399232149774,0.000287806021953649,0,1.39652506056936e-05,1.55166399991981e-05,"2020/11/22","CD",86790568,0,0,12180,327,24782.6086956522,362.318840579712,942.028985507248,1449.27536231884,0.000140337830258237,3.76769051678519e-06,0.000285544953406137,4.17463382172717e-06,1.08540479364906e-05,1.66985352869086e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-23,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12278,329,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,98,2,62.7142857142857,1.14285714285714,98,2,2.71428571428572,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-23",12278,98,62.714,329,2,1.143,137.09,1.094,0.7,3.673,0.022,0.013,1.21,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,0.002,301,0.003,0.208,4.8,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,"2020/11/23","CD",86790568,450,8,1480,54,12239,327,2195,3837,0.000141017627629767,5.18489520658512e-06,2.52907666187874e-05,4.42098731281491e-05,"2020/11/23","CD",86790568,98,2,12278,329,25045.3266949933,24853.7343884735,25238.3959470434,81.9588743528002,1294.01090668329,1428.65687333472,0.000288571987396065,0.000286364462881192,0.000290796529261606,9.44329277264324e-07,1.49095798829579e-05,1.64609692764624e-05,"2020/11/23","CD",86790568,98,2,12278,329,24927.5362318841,144.927536231884,942.028985507248,1521.73913043478,0.000141466985214338,3.79073449548112e-06,0.000287214806934828,1.66985352869086e-06,1.08540479364906e-05,1.7533462051254e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-24,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12310,331,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,32,2,63.4285714285714,1.28571428571429,-66,0,0.714285714285715,0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-24",12310,32,63.429,331,2,1.286,137.448,0.357,0.708,3.696,0.022,0.014,1.21,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,0.003,294,0.003,0.216,4.6,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/24","CD",86790568,32,2,12310,331,25167.2594424992,24975.6173291517,25360.3720580219,210.178388718959,1479.02419408696,1638.83526205368,0.000289976895213997,0.000287768796825385,0.000292201936713007,2.42167315599271e-06,1.70413010096553e-05,1.88826424324551e-05,"2020/11/24","CD",86790568,32,2,12310,331,24927.5362318841,0,942.028985507248,1521.73913043478,0.000141835688873473,3.81377847417706e-06,0.000287214806934828,0,1.08540479364906e-05,1.7533462051254e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-25,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12365,331,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,55,0,63.8571428571429,1.14285714285714,23,-2,0.428571428571423,-0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-25",12365,55,63.857,331,0,1.143,138.062,0.614,0.713,3.696,0,0.013,1.21,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,0.005,308,0.003,0.207,4.8,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/25","CD",86790568,55,0,12365,331,25181.2155845039,24989.4508935384,25374.4518442869,13.9561420046666,1464.10113052146,1587.40098615299,0.000290137697733513,0.000287928187006892,0.000292364163860373,1.60802519516483e-07,1.68693576302146e-05,1.82900172534069e-05,"2020/11/25","CD",86790568,55,0,12365,331,24927.5362318841,0,797.101449275364,1449.27536231884,0.000142469398287611,3.81377847417706e-06,0.000287214806934828,0,9.18419440779975e-06,1.66985352869086e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-26,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12470,333,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,105,2,66,1.42857142857143,50,2,2.14285714285715,0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-26",12470,105,66,333,2,1.429,139.234,1.172,0.737,3.718,0.022,0.016,1.22,NA,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,0.005,311,0.003,0.212,4.7,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/26","CD",86790568,105,2,12470,333,25447.9685745159,25255.0542681454,25642.3564841188,266.752990012035,1576.89547725586,1784.89842741895,0.00029321122284297,0.000290988466259899,0.000295450958266788,3.073525109457e-06,1.81689728917993e-05,2.05655806679241e-05,"2020/11/26","CD",86790568,105,2,12470,333,25362.3188405797,434.782608695652,1231.88405797102,1666.66666666667,0.000143679207169148,3.83682245287299e-06,0.000292224367520901,5.00956058607258e-06,1.41937549938723e-05,1.92033155799449e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-27,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12470,333,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,0,0,48.7142857142857,1.28571428571429,-105,-2,-17.2857142857143,-0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-27",12470,0,48.714,333,0,1.286,139.234,0,0.544,3.718,0,0.014,1.22,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,NA,0.005,323,0.004,0.151,6.6,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/27","CD",86790568,0,0,12470,333,25345.4004203841,25153.2467981215,25539.0219650523,0,1576.89547725586,1784.89842741895,0.000292029433663622,0.000289815441674739,0.000294260339038826,0,1.81689728917993e-05,2.05655806679241e-05,"2020/11/27","CD",86790568,0,0,12470,333,25362.3188405797,0,1231.88405797102,1666.66666666667,0.000143679207169148,3.83682245287299e-06,0.000292224367520901,0,1.41937549938723e-05,1.92033155799449e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-28,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12608,333,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,138,0,61.1428571428571,0.857142857142857,138,0,12.4285714285714,-0.428571428571429,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-28",12608,138,61.143,333,0,0.857,140.775,1.541,0.683,3.718,0,0.01,1.22,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,0.005,329,0.004,0.186,5.4,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/28","CD",86790568,138,0,12608,333,25520.2222187542,25326.726015695,25715.1967329293,0,1441.76706135971,1784.89842741895,0.000294043728562235,0.000291814267371714,0.000296290222837685,0,1.66120247232362e-05,2.05655806679241e-05,"2020/11/28","CD",86790568,138,0,12608,333,25362.3188405797,0,1231.88405797102,1521.73913043478,0.000145269241699167,3.83682245287299e-06,0.000292224367520901,0,1.41937549938723e-05,1.7533462051254e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-29,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12702,333,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,94,0,74.5714285714286,0.857142857142857,-44,0,13.4285714285714,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-29",12702,94,74.571,333,0,0.857,141.824,1.05,0.833,3.718,0,0.01,1.22,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,0.002,330,0.004,0.226,4.4,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/11/29","CD",86790568,94,0,12702,333,25602.6430889886,25408.5041686736,25798.2653677938,124.360004579023,1437.99574056352,1909.25843199797,0.000294993380951126,0.000292756514379231,0.000297247338763744,1.43287464807262e-06,1.65685716051947e-05,2.19984553159967e-05,"2020/11/29","CD",86790568,94,0,12702,333,25507.2463768116,144.927536231884,1376.8115942029,1521.73913043478,0.000146352308697876,3.83682245287299e-06,0.000293894221049591,1.66985352869086e-06,1.58636085225632e-05,1.7533462051254e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-11-30,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12772,333,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,70,0,70.5714285714286,0.571428571428571,-24,0,-4,-0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-11-30",12772,70,70.571,333,0,0.571,142.606,0.782,0.788,3.718,0,0.006,1.22,NA,NA,NA,NA,NA,NA,NA,NA,348,NA,NA,0.004,357,0.004,0.198,5.1,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,"2020/11/30","CD",86790568,462,5,1851,57,12701,332,2492,3870,0.000146340786708528,5.32315907876072e-06,2.87127974551336e-05,4.4590098776632e-05,"2020/11/30","CD",86790568,70,0,12772,333,25629.6282414764,25435.2663455894,25825.4753408623,57.2996623813997,1377.07842980409,1941.39299306408,0.000295304303590643,0.000293064867896582,0.000297560851783598,6.60206099600589e-07,1.58666829995178e-05,2.2368709386302e-05,"2020/11/30","CD",86790568,70,0,12772,333,25507.2463768116,0,1231.88405797102,1521.73913043478,0.000147158847952234,3.83682245287299e-06,0.000293894221049591,0,1.41937549938723e-05,1.7533462051254e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-12-01,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12859,335,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,87,2,78.4285714285714,0.571428571428571,17,2,7.85714285714286,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-12-01",12859,87,78.429,335,2,0.571,143.577,0.971,0.876,3.74,0.022,0.006,1.22,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,NA,0.006,394,0.004,0.199,5,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/12/01","CD",86790568,87,2,12859,335,25837.8469190282,25642.7876884611,26034.3899236644,208.218677551864,1467.59567890276,2120.73246504578,0.000297703396975444,0.000295455926598626,0.000299967963381279,2.39909338480034e-06,1.69096217794398e-05,2.44350568721452e-05,"2020/12/01","CD",86790568,87,2,12859,335,25797.1014492754,289.855072463768,1449.27536231884,1666.66666666667,0.000148161261025507,3.85986643156892e-06,0.000297233928106973,3.33970705738172e-06,1.66985352869086e-05,1.92033155799449e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-12-02,1,1,1,0,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,3,0,0,NA,NA,12987,336,22.22,22.22,32.14,32.14,23.06,23.06,26.6,26.6,0,0,128,1,88.8571428571429,0.714285714285714,41,-1,10.4285714285714,0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-12-02",12987,128,88.857,336,1,0.714,145.007,1.429,0.992,3.752,0.011,0.008,1.22,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,0.006,416,0.005,0.214,4.7,"samples tested",NA,NA,NA,NA,NA,22.22,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/12/02","CD",86790568,128,1,12987,336,26045.5977025923,25849.3998152044,26243.2847391012,207.750783564032,1423.82830573064,2174.52460533218,0.0003000970992907,0.000297836509322124,0.000302374847219587,2.39370231525656e-06,1.64053345719623e-05,2.50548493395294e-05,"2020/12/02","CD",86790568,128,1,12987,336,25942.0289855072,144.927536231884,1521.73913043478,1811.59420289855,0.000149636075662047,3.87138842091689e-06,0.000298903781635664,1.66985352869086e-06,1.7533462051254e-05,2.08731691086358e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
